text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded
e kannalli ennu en en nodbeko bro,Not_offensive,kannada_offensive,kannada,E kannalli ennu en  en nodbeko bro,1,7,33,0,0,0,27,latin,0.0,0
ನಾನು 15ವರ್ಷ ಹಿಂದೆ ಚಾಮಯ್ಯ ಮೇಷ್ಟ್ರು ಅಶ್ವಥ್ ಸಾರ್ ಇಂಟರ್ವಿವ ನೋಡಿದ್ದೆ,Not_offensive,kannada_offensive,kannada,ನಾನು 15ವರ್ಷ ಹಿಂದೆ ಚಾಮಯ್ಯ ಮೇಷ್ಟ್ರು ಅಶ್ವಥ್ ಸಾರ್ ಇಂಟರ್ವಿವ ನೋಡಿದ್ದೆ,1,9,63,0,0,53,0,kannada,0.0,0
loved vijay prakash sir voice,Not_offensive,kannada_offensive,kannada,Loved vijay prakash sir voice,1,5,29,0,0,0,25,latin,0.0,0
nange gottu ashwathama ellidane anta,Not_offensive,kannada_offensive,kannada,Nange gottu ashwathama ellidane anta,1,5,36,0,0,0,32,latin,0.0,0
making nalli crazy star nenapadru.,Not_offensive,kannada_offensive,kannada,Making Nalli crazy star nenapadru...,1,5,34,0,0,0,29,latin,0.0,0
oba mele hogutidane andre navanige melle hogokke sahay madobadallu avan kalu aledu kelage billisoke nodo janare nammalijas,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,oba mele hogutidane andre navanige melle hogokke sahay madobadallu avan kalu aledu kelage billisoke nodo janare nammalijas,1,17,122,0,0,0,106,latin,0.0,2
ಸರ್ ತಂದೆಗೆ ತಕ್ಕ ಮಗ ಸರ್ ನೀವು ಯಾವುದೇ ಆಶದಾಯಕವಾದಿ ಅವಕಾಶವಾದಿಯು ಅಲ್ಲ ನಿಮ್ಮ ತಂದೆಯವರ ಆದರ್ಶಗಳಿಂದ ನನ್ನಂತಹ ಕೊಟ್ಯಾಂತರ ಜನ ಬದುಕು ಕಟ್ಟಿ ಸತ್ಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯುತ್ತಾರೆ ನಿಮಗೆ ಅನಂತ ಕೋಟಿ ಧನ್ಯವಾದಗಳು,Not_offensive,kannada_offensive,kannada,ಸರ್ ತಂದೆಗೆ ತಕ್ಕ ಮಗ ಸರ್ ನೀವು ಯಾವುದೇ ಆಶದಾಯಕವಾದಿ ಅವಕಾಶವಾದಿಯು ಅಲ್ಲ  ನಿಮ್ಮ ತಂದೆಯವರ ಆದರ್ಶಗಳಿಂದ ನನ್ನಂತಹ ಕೊಟ್ಯಾಂತರ ಜನ ಬದುಕು ಕಟ್ಟಿ ಸತ್ಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯುತ್ತಾರೆ ನಿಮಗೆ ಅನಂತ ಕೋಟಿ ಧನ್ಯವಾದಗಳು,1,25,175,0,0,151,0,kannada,0.0,0
super film kavanadalli kathe,Not_offensive,kannada_offensive,kannada,super film kavanadalli kathe,1,4,28,0,0,0,25,latin,0.0,0
adu igala 1960 ali nadedidu doctor incident,Not_offensive,kannada_offensive,kannada,Adu igala 1960 ali nadedidu doctor incident,1,7,43,0,0,0,33,latin,14.285714285714285,0
love u shettre,Not_offensive,kannada_offensive,kannada,Love u shettre,1,3,14,0,0,0,12,latin,0.0,0
sakkat matu,Not_offensive,kannada_offensive,kannada,Sakkat  matu,1,2,11,0,0,0,10,latin,0.0,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive,kannada_offensive,kannada,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1,10,64,0,0,55,0,kannada,0.0,0
alla darshan fans,Not_offensive,kannada_offensive,kannada,Alla Darshan fans,1,3,17,0,0,0,15,latin,0.0,0
starting baro music kundavani ಕುಂದಾಪುರದ u remake,Not_offensive,kannada_offensive,kannada,starting baro music kundavani ಕುಂದಾಪುರದ u remake,1,7,48,0,0,9,33,latin,14.285714285714285,0
bindu gowda hello!.. koltogiro kobri mithaayi mukdavlene,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,Bindu gowda hello!.... Koltogiro kobri mithaayi mukdavlene🤭🤙,2,7,56,0,0,0,47,latin,0.0,1
nayak nayakru suel maklu,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,@prithvi nayak nayakru suel maklu,1,4,24,0,0,0,21,latin,0.0,1
ಸಾಹಿತ್ಯ ಬಹಳ ಅದ್ಭುತವಾಗಿ ಮೂಡಿ ಬಂದಿದೆ.,Not_offensive,kannada_offensive,kannada,ಸಾಹಿತ್ಯ ಬಹಳ ಅದ್ಭುತವಾಗಿ ಮೂಡಿ ಬಂದಿದೆ.,1,5,35,0,0,30,0,kannada,0.0,0
brother bindu gowda du tik tok ban hagirodhru bagge matadidhalala adur bagge video madi n love you u r channel,Not_offensive,kannada_offensive,kannada,Brother Bindu Gowda du tik tok ban hagirodhru bagge matadidhalala adur bagge video Madi n( Love you u r channel ),1,20,110,0,0,0,91,latin,0.0,0
parthasarathi ನಿನ್ ತುಲ್ಲು ಊರ್ ಬಾಗ್ಲು,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲು ಊರ್ ಬಾಗ್ಲು,1,5,36,0,0,19,13,kannada,20.0,1
lingaraju m,Not_offensive,kannada_offensive,kannada,Lingaraju  m,1,2,11,0,0,0,10,latin,0.0,0
hands up like madi,Not_offensive,kannada_offensive,kannada,Hands up like madi,1,4,18,0,0,0,15,latin,0.0,0
hands up avathara,Not_offensive,kannada_offensive,kannada,Hands up avathara,1,3,17,0,0,0,15,latin,0.0,0
anna intha kachada nahigallna roast madodralli tapenilla asn dialogue daritapdhorna kshamisbodhu thap daari hiddhornallla nim jothe iddhivi anna,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna,1,18,144,0,0,0,127,latin,0.0,3
nimge henge gotthu neevu en alle idra,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,Nimge henge gotthu neevu en alle idra,1,7,37,0,0,0,31,latin,0.0,1
super ri boss lovely jai kiccha fan's jai rakshith shetty boss,Not_offensive,kannada_offensive,kannada,Super ri boss lovely jai Kiccha Fan's jai rakshith Shetty boss,1,11,62,0,0,0,51,latin,0.0,0
over buildup yella yaake bidu guru.story chanagi kottidre saaku.aa rashmika thika uribeku..,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,Over buildup yella yaake bidu guru...story chanagi kottidre saaku...aa rashmika thika uribeku....,1,12,91,0,0,0,76,latin,0.0,1
ನನಗೆ ಮಹಾಭಾರತ ಅಂದರೆ ತುಂಬಾನೆ ಇಷ್ಟ..nಮಹಾಭಾರತದಲ್ಲಿ ಬರುವ ಪಾತ್ರಗಳು,Not_offensive,kannada_offensive,kannada,ನನಗೆ ಮಹಾಭಾರತ ಅಂದರೆ ತುಂಬಾನೆ ಇಷ್ಟ....nಮಹಾಭಾರತದಲ್ಲಿ  ಬರುವ ಪಾತ್ರಗಳು,1,7,60,0,0,51,1,kannada,14.285714285714285,0
ellanu kgf ge yaak compare maadtiyaa guru,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,Ellanu KGF ge yaak compare maadtiyaa guru,1,7,41,0,0,0,35,latin,0.0,1
i love you rakshit.,Not_offensive,kannada_offensive,kannada,I love you RAKSHIT...,1,4,19,0,0,0,15,latin,0.0,0
ega ha ashvathama ellidhane,Not_offensive,kannada_offensive,kannada,Ega ha ashvathama ellidhane,1,4,27,0,0,0,24,latin,0.0,0
super bro,Not_offensive,kannada_offensive,kannada,Super bro 🤣🤣🤣🤣,1,2,9,0,0,0,8,latin,0.0,0
ಡುಬೇಕ್ add ಕಾನುನುಬದ್ದವಾಗಿದೆಯ? ಇಂಜಿನಿಯರಿಂಗ್ ಮಾಡಿ ಕೆಲಸ ಮಾಡೊದ ಬಿಟ್ಟು ಜೂಜ್ ಆಡ್ತನಂತೆ ಲಕ್ಷ ಕಳೆದುಕೊಂಡು ಮೇಲೆ ಬುದ್ಧಿ ಬರತ್ತೆ,Offensive_Untargetede,kannada_offensive,kannada,ಡುಬೇಕ್ add ಕಾನುನುಬದ್ದವಾಗಿದೆಯ??? ಇಂಜಿನಿಯರಿಂಗ್ ಮಾಡಿ ಕೆಲಸ ಮಾಡೊದ ಬಿಟ್ಟು ಜೂಜ್ ಆಡ್ತನಂತೆ ಲಕ್ಷ  ಕಳೆದುಕೊಂಡು ಮೇಲೆ ಬುದ್ಧಿ ಬರತ್ತೆ,2,15,114,0,0,96,3,kannada,6.666666666666667,4
bari prayojanake barada films nododu facebook youtube li comments hodiyodu yaavalo hudugi siktale anta instagram li search madodo ede indians hanebaraha etara madidre dhesha development aagoke saadyana,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Bari prayojanake barada films nododu Facebook YouTube li comments hodiyodu yaavalo hudugi siktale anta instagram li search madodo ede Indians hanebaraha etara madidre dhesha development aagoke saadyana,1,27,201,0,0,0,175,latin,0.0,2
ಆಗೇ ಆಗತ್ತೆ 50 million just wait,Not_offensive,kannada_offensive,kannada,ಆಗೇ ಆಗತ್ತೆ 50 million + just wait,1,6,31,0,0,9,15,latin,50.0,0
cp pakka,Not_offensive,kannada_offensive,kannada,@Yashas Cp pakka,1,2,8,0,0,0,7,latin,0.0,0
movie chenagide hogi nodi,Not_offensive,kannada_offensive,kannada,Movie chenagide hogi nodi,1,4,25,0,0,0,22,latin,0.0,0
jain bro fans fans tara irona please personal agi family mele beda. ibbarigu sari kanalla nanna mele ba illa nanna hero mele ba adu bittu family mele beda. it seems like worst. you have also god mother . amma ammane yallara amma yallarigu ammane bro nimma amma namma amma bere anta enu iralla bro. nanu ninna cmnt ge reply ade tara kodbavudu but nange amma nenpagutte so please understand.,Not_offensive,kannada_offensive,kannada,@Darshan Jain bro fans fans tara irona please personal agi family mele beda. Ibbarigu sari kanalla nanna mele ba illa nanna hero mele ba adu bittu family mele beda. It seems like worst.  You have also god(mother). Amma ammane yallara amma yallarigu ammane bro nimma amma namma amma bere anta enu iralla bro. Nanu ninna cmnt ge reply ade tara kodbavudu but nange amma nenpagutte so please understand.,6,69,389,0,0,0,315,latin,1.4492753623188406,0
estu kelidru matte matte kelbeku ansutte,Not_offensive,kannada_offensive,kannada,Estu kelidru matte matte kelbeku ansutte,1,6,40,0,0,0,35,latin,0.0,0
shankar nag boss tara yaru barala barake agala adu bandre adu uppi avru matra aste ..always king mekar is uppi and shankar nag boss,Not_offensive,kannada_offensive,kannada,Shankar nag boss tara yaru barala barake agala adu bandre adu uppi avru matra aste ..always king mekar is uppi and Shankar nag bossssssssss,1,24,131,0,0,0,106,latin,0.0,0
super fast kate,Not_offensive,kannada_offensive,kannada,Super fast kate,1,3,15,0,0,0,13,latin,0.0,0
hands up song ge,Not_offensive,kannada_offensive,kannada,Hands up song ge,1,4,16,0,0,0,13,latin,0.0,0
please movie na re release madi,Not_offensive,kannada_offensive,kannada,Please movie na re release madi,1,6,31,0,0,0,26,latin,0.0,0
ennu. madu. guru eee sule magllu du. troll. na,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Ennu.   Madu. Guru eee sule magllu du. Troll. Na,5,9,46,0,0,0,34,latin,0.0,2
guri bennatto netara..hands upp,Not_offensive,kannada_offensive,kannada,Guri bennatto netara.......hands upp,1,4,31,0,0,0,26,latin,0.0,0
ಕನ್ನಡಿಗ ಕಲಾರಸಿಕ navane srimannarayana trailer-bgm n re-createdn,Not_offensive,kannada_offensive,kannada,ಕನ್ನಡಿಗ ಕಲಾರಸಿಕ nAvane Srimannarayana Trailer-BGM n          Re-Createdn,1,7,63,0,0,14,41,latin,28.57142857142857,0
ಚಿತ್ರ ಗೆದ್ದಿದೆ ಆಧರೆ nಪ್ರೇಕ್ಷಕ ಸೋತಿದ್ದಾನೆ,Offensive_Untargetede,kannada_offensive,kannada,ಚಿತ್ರ ಗೆದ್ದಿದೆ ಆಧರೆ nಪ್ರೇಕ್ಷಕ ಸೋತಿದ್ದಾನೆ,1,5,40,0,0,35,1,kannada,20.0,4
egu edare sir,Not_offensive,kannada_offensive,kannada,Egu edare sir,1,3,13,0,0,0,11,latin,0.0,0
ಬನ್ನಿ ಸರ್ ನಾವು driver ರೆ ದೇವರು ಯಾರಿಗೂ ಅನ್ಯಾಯ ಮಾಡೋಲ್ಲ ನಮ್ಮ ಪಾಲಿಗೆ ಬಂದಿದ್ದನ್ನ ನಾವು ಅನುಭವಿಸಲೇ ಬೇಕು..god bless you sir,Not_offensive,kannada_offensive,kannada,ಬನ್ನಿ ಸರ್ ನಾವು driver ರೆ ದೇವರು ಯಾರಿಗೂ ಅನ್ಯಾಯ ಮಾಡೋಲ್ಲ  ನಮ್ಮ ಪಾಲಿಗೆ ಬಂದಿದ್ದನ್ನ ನಾವು ಅನುಭವಿಸಲೇ ಬೇಕು.....god bless you sir,1,18,114,0,0,75,20,kannada,27.77777777777778,0
link share madi,Not_offensive,kannada_offensive,kannada,Link share madi,1,3,15,0,0,0,13,latin,0.0,0
kannada super song..super boss.. hands up,Not_offensive,kannada_offensive,kannada,Kannada super song.....super boss..... hands up,2,6,41,0,0,0,32,latin,0.0,0
ದಯವಿಟ್ಟು ಕನ್ನಡ ಅಭಿಮಾನಿಗಳು ಒಂದಾಗಿ ಕೆಲ್ಸ ಮಾಡೋ ಸಮಯ,Not_offensive,kannada_offensive,kannada,ದಯವಿಟ್ಟು ಕನ್ನಡ ಅಭಿಮಾನಿಗಳು ಒಂದಾಗಿ ಕೆಲ್ಸ ಮಾಡೋ ಸಮಯ,1,7,47,0,0,41,0,kannada,0.0,0
ಅರೆ ಜನ ಕುಣಿದು ಕುಪ್ಪಳಿಸುತಿದ್ದಾರೆ ಅಂತ tik tok ban ಮಾಡಿಲ್ಲ. ಇದನ್ನು ಬಳಸುವ ಬಹಳಷ್ಟು ಜನಾ ಕೇಂದ್ರ ಸರಕಾರದ ವೈಫಲ್ಯ ಎತ್ತಿ ತೋರಿಸಿ,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,ಅರೆ  ಜನ ಕುಣಿದು ಕುಪ್ಪಳಿಸುತಿದ್ದಾರೆ ಅಂತ Tik tok ban ಮಾಡಿಲ್ಲ. ಇದನ್ನು ಬಳಸುವ ಬಹಳಷ್ಟು ಜನಾ ಕೇಂದ್ರ ಸರಕಾರದ ವೈಫಲ್ಯ ಎತ್ತಿ ತೋರಿಸಿ,2,18,115,0,0,88,9,kannada,16.666666666666664,2
ಬುದ್ಧಿ ಹೇಳೋಕೆ ಬುದ್ಧನೇ ಆಗಬೇಕು ಅಂತ ಏನ್ ಇಲ್ಲ. ತಲೆಯಲ್ಲಿ ಬುದ್ಧಿ ಇದ್ರೆ ಸ್ವಲ್ಪ ಸಾಕು.. ck,Offensive_Untargetede,kannada_offensive,kannada,ಬುದ್ಧಿ ಹೇಳೋಕೆ ಬುದ್ಧನೇ ಆಗಬೇಕು ಅಂತ ಏನ್ ಇಲ್ಲ... ತಲೆಯಲ್ಲಿ ಬುದ್ಧಿ ಇದ್ರೆ ಸ್ವಲ್ಪ ಸಾಕು....  Ck,3,13,81,0,0,64,2,kannada,7.6923076923076925,4
ಸಾಂಗ್ ಬೆಂಕಿ n,Not_offensive,kannada_offensive,kannada,ಸಾಂಗ್ ಬೆಂಕಿ n,1,3,13,0,0,10,1,kannada,33.33333333333333,0
entha savu marre idu nexam alli ans nepagalla 1line bardu 2nd line baribekidre ide song barutte,Not_offensive,kannada_offensive,kannada,Entha savu marre idu nExam Alli ans nepagalla  1line bardu 2nd line baribekidre ide song barutte,1,16,95,0,0,0,78,latin,0.0,0
ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,Not_offensive,kannada_offensive,kannada,ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,1,5,33,0,0,28,0,kannada,0.0,0
ನಿಜವಾದ ಪ್ಯಾನ್ ಇಂಡಿಯನ್ ಚಲನಚಿತ್ರ ಈ ದಿಯಾ. ಅತ್ಯದ್ಭುತ ಚಿತ್ರ ಗುರು,Not_offensive,kannada_offensive,kannada,ನಿಜವಾದ ಪ್ಯಾನ್ ಇಂಡಿಯನ್ ಚಲನಚಿತ್ರ ಈ ದಿಯಾ. ಅತ್ಯದ್ಭುತ ಚಿತ್ರ  ಗುರು,2,9,59,0,0,50,0,kannada,0.0,0
very nice togari tippa story,Not_offensive,kannada_offensive,kannada,Very nice togari tippa story,1,5,28,0,0,0,24,latin,0.0,0
slow poison song annoru like madi.,Not_offensive,kannada_offensive,kannada,Slow poison song annoru like madi...,1,6,34,0,0,0,28,latin,0.0,0
super guru iam proud my india,Not_offensive,kannada_offensive,kannada,Super guru iam proud my india,1,6,29,0,0,0,24,latin,0.0,0
parthasarathi ಚಕ್ಕ ಮುಂಡೆ. ನಿನ್ ತುಲ್ಲಗೆ ನನ್ ತುಣ್ಣಿ ಹಾಕ ಎಷ್ಟೇ ನಿನ್ ರೇಟು,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,@Nandi Parthasarathi ಚಕ್ಕ ಮುಂಡೆ... ನಿನ್ ತುಲ್ಲಗೆ ನನ್ ತುಣ್ಣಿ ಹಾಕ ಎಷ್ಟೇ ನಿನ್ ರೇಟು,2,11,69,0,0,45,13,kannada,9.090909090909092,1
ಡಬ್ಬಿಂಗ್ ಪ್ರೋತ್ಸಾಹಿಸುವವರು ಲೈಕ್ ಮಾಡಿ,Not_offensive,kannada_offensive,kannada,ಡಬ್ಬಿಂಗ್ ಪ್ರೋತ್ಸಾಹಿಸುವವರು ಲೈಕ್ ಮಾಡಿ,1,4,35,0,0,32,0,kannada,0.0,0
super song great song,Not_offensive,kannada_offensive,kannada,Super song great song,1,4,21,0,0,0,18,latin,0.0,0
mysore maharajara bagge hemme inda helidralla tumba chennagittu.,Not_offensive,kannada_offensive,kannada,Mysore maharajara bagge hemme inda helidralla tumba chennagittu.,1,8,64,0,0,0,56,latin,0.0,0
paramvah music uujnxgjmifjkijhn ya jinhen,Not_offensive,kannada_offensive,kannada,Paramvah Music uuuujnxgjmifjkijhn Ya jinhen,1,5,41,0,0,0,37,latin,0.0,0
b howda mam enge,Not_offensive,kannada_offensive,kannada,@SHASHIKALA B howda mam enge,1,4,16,0,0,0,13,latin,0.0,0
trailer andre eg erbeku.,Not_offensive,kannada_offensive,kannada,Trailer Andre Eg Erbeku...,1,4,24,0,0,0,20,latin,0.0,0
friend's block tickets kuda sigalla,Not_offensive,kannada_offensive,kannada,Friend's Block tickets kuda sigalla,1,5,35,0,0,0,30,latin,0.0,0
kichcha neenu nange alveno huttirodu nan bale koose respect fathers my waste sperms all bale pans nam balegaran hendthi malayalee maneli oble avalanthe hogi avl kari thulna kelike biddange nekku thuldeepanan pan agidukku saarthka agutte puccha pans for a reason,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,@Avinashdada kichcha neenu nange alveno huttirodu nan bale koose respect fathers my waste sperms all bale pans nam balegaran hendthi malayalee maneli oble avalanthe hogi avl kari thulna kelike biddange nekku thuldeepanan pan agidukku saarthka agutte puccha pans for a reason 🤣🤪,1,40,261,0,0,0,222,latin,0.0,1
amar prasad sir ಈ ಕೆಲವು ಅತಿ ಉತ್ತಮ ವಿಷಯಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಾವು ಚೀನ ದೇಶದಿಂದ ತುಂಬ ವಿಷಯಗಳನ್ನು ಕಲಿತು ನಮ್ಮ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು. ಆಗ ಮಾತ್ರ ನಾವು ನಿಜವಾಗಿಯೂ ಸಶಕ್ತ ವಾಗಲು ಸಾಧ್ಯವಾಗಬಹುದು ಎಂದೆನಿಸುತ್ತದೆ. ಈ ಮಾಹಿತಿ ಗಾಗಿ ತುಂಬ ಧನ್ಯವಾದಗಳು ಸರ್..,Not_offensive,kannada_offensive,kannada,Amar prasad sir ಈ ಕೆಲವು ಅತಿ ಉತ್ತಮ ವಿಷಯಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಾವು ಚೀನ ದೇಶದಿಂದ ತುಂಬ ವಿಷಯಗಳನ್ನು ಕಲಿತು ನಮ್ಮ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು. ಆಗ ಮಾತ್ರ ನಾವು ನಿಜವಾಗಿಯೂ ಸಶಕ್ತ ವಾಗಲು ಸಾಧ್ಯವಾಗಬಹುದು ಎಂದೆನಿಸುತ್ತದೆ... ಈ ಮಾಹಿತಿ ಗಾಗಿ ತುಂಬ ಧನ್ಯವಾದಗಳು ಸರ್..,3,32,227,0,0,179,13,kannada,9.375,0
boss mania kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state,1,22,145,0,0,0,124,latin,0.0,2
kannada industry is next level ivaga yaru alladsak agalla kannada industry na,Not_offensive,kannada_offensive,kannada,Kannada industry is next level ivaga yaru alladsak agalla Kannada industry na,1,12,77,0,0,0,66,latin,0.0,0
kannada indusrty ivag ivaga improve agtaide annovru like madi..,Not_offensive,kannada_offensive,kannada,Kannada indusrty ivag ivaga improve agtaide annovru like madi..,1,9,63,0,0,0,53,latin,0.0,0
ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.,Offensive_Untargetede,kannada_offensive,kannada,ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.,1,12,71,0,0,59,0,kannada,0.0,4
v looo thikamuchkondu hogi nim balegara sudeep helu bari kannada movei thegiyokke mangdhulle,Not_offensive,kannada_offensive,kannada,@naveen v  looo thikamuchkondu hogi nim BALEGARA SUDEEP HELU BARI KANNADA MOVEI THEGIYOKKE MANGDHULLE,1,13,92,0,0,0,80,latin,0.0,0
u great pa love u,Not_offensive,kannada_offensive,kannada,u great pa love u,1,5,17,0,0,0,13,latin,0.0,0
super song all the best from shivaraj kumar fans,Not_offensive,kannada_offensive,kannada,Super song all the best from Shivaraj Kumar fans,1,9,48,0,0,0,40,latin,0.0,0
super song,Not_offensive,kannada_offensive,kannada,Super song,1,2,10,0,0,0,9,latin,0.0,0
ದಯವಿಟ್ಟು ಬಿಡುಗಡೆ ದಿನಾಂಕವನ್ನು ಹೇಳಿ,Not_offensive,kannada_offensive,kannada,ದಯವಿಟ್ಟು ಬಿಡುಗಡೆ ದಿನಾಂಕವನ್ನು ಹೇಳಿ,1,4,33,0,0,30,0,kannada,0.0,0
ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ ಗೆ ಬರ್ತಿಲ್ಲ ಅಂದ್ರೆ piracy ಫೋನ್ ಅಲ್ಲೇ movie ಸಿಗುತ್ತೆ ಮತ್ಯಾಕೆ ಥಿಯೇಟರ್ ಗೆ ಹೋಗೋದು ಅಂತ ಬರೋಲ್ಲ ಜನ,Offensive_Untargetede,kannada_offensive,kannada,ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ ಗೆ ಬರ್ತಿಲ್ಲ ಅಂದ್ರೆ piracy ಫೋನ್ ಅಲ್ಲೇ movie ಸಿಗುತ್ತೆ ಮತ್ಯಾಕೆ ಥಿಯೇಟರ್ ಗೆ ಹೋಗೋದು ಅಂತ ಬರೋಲ್ಲ ಜನ,1,18,107,0,0,79,11,kannada,11.11111111111111,4
offter long back coming see kannada cinema..new multitalented shankaranna..kannadada gandu,Not_offensive,kannada_offensive,kannada,Offter long back coming see Kannada cinema...........New multitalented shankaranna............kannadada gandu,1,10,90,0,0,0,77,latin,0.0,0
rashmika elliddeyakka nnnrakshith shetty rockzz,Not_offensive,kannada_offensive,kannada,Rashmika elliddeyakka🤣🥀nnnRakshith Shetty rockzzzzzzz,1,5,47,0,0,0,43,latin,0.0,0
hands up super songs,Not_offensive,kannada_offensive,kannada,Hands  up  super  songs,1,4,20,0,0,0,17,latin,0.0,0
ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ,Not_offensive,kannada_offensive,kannada,ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ,1,5,26,0,0,22,0,kannada,0.0,0
sir nem no kodie plz plz,Not_offensive,kannada_offensive,kannada,sir nem no kodie plz plz,1,6,24,0,0,0,19,latin,0.0,0
ಹತ್ತು ವರ್ಷ strict president rule ಬರಬೇಕು.,Not_offensive,kannada_offensive,kannada,ಹತ್ತು ವರ್ಷ strict  president rule ಬರಬೇಕು.,1,6,40,0,0,15,19,latin,50.0,0
ಇಂಥ ಕಥೆ ಹುಟ್ಟುಹಾಕಿದ ಮಹಾನುಭಾನಿಗೆ ನಮೋನಮಹಾ,Not_offensive,kannada_offensive,kannada,ಇಂಥ ಕಥೆ ಹುಟ್ಟುಹಾಕಿದ ಮಹಾನುಭಾನಿಗೆ ನಮೋನಮಹಾ,1,5,39,0,0,35,0,kannada,0.0,0
ಸರ್.. ನೀವು ಕೊನೆಯಲ್ಲಿ ಹೇಳಿರುವ ಮಾತು ಸೂಪರ್ ಸರ್.,Not_offensive,kannada_offensive,kannada,ಸರ್.. ನೀವು ಕೊನೆಯಲ್ಲಿ ಹೇಳಿರುವ ಮಾತು ಸೂಪರ್ ಸರ್...,2,7,44,0,0,35,0,kannada,0.0,0
ಬೆಂಕಿ ಜಕಾಸ್ ಇನ್ನೂ ಹೆಚ್ಚಿನ ದಾಗಿ ರೋಸ್ಟ್ ಮಾಡಿ,Not_offensive,kannada_offensive,kannada,ಬೆಂಕಿ ಜಕಾಸ್ ಇನ್ನೂ ಹೆಚ್ಚಿನ ದಾಗಿ ರೋಸ್ಟ್ ಮಾಡಿ,1,7,42,0,0,36,0,kannada,0.0,0
ayyo gubalgala only tiktok tiktok antha odkotavre only not tiktok 59 apps ban agirodu,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Ayyo gubalgala only tiktok tiktok antha odkotavre only not tiktok 59 apps ban agirodu,1,14,85,0,0,0,70,latin,7.142857142857142,2
ಟಿಕ್ ಟಾಕ್ ಜೊತೆಗೆ ಚೈನೀಸ್ ಪ್ರೊಡೊಕ್ಟ್ ಎಲ್ಲಾನು ಬ್ಯಾನ್ ಮಾಡಬೇಕು,Not_offensive,kannada_offensive,kannada,ಟಿಕ್ ಟಾಕ್ ಜೊತೆಗೆ ಚೈನೀಸ್ ಪ್ರೊಡೊಕ್ಟ್ ಎಲ್ಲಾನು ಬ್ಯಾನ್ ಮಾಡಬೇಕು,1,8,57,0,0,50,0,kannada,0.0,0
