text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded
ರಣಧೀರ ಮತ್ತು ಶಂಕರನನ್ನ ನನೆನಪು ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯಲಿ ಅವನೇ ಅವನೇ ಯಾರವನ್ ಶ್ರೀಮನ್ ನಾರಾಯಣ,Positive,kannada_sentiment,kannada,ರಣಧೀರ ಮತ್ತು ಶಂಕರನನ್ನ  ನನೆನಪು ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯಲಿ ಅವನೇ ಅವನೇ ಯಾರವನ್ ಶ್ರೀಮನ್ ನಾರಾಯಣ,1,11,77,0,0,67,0,kannada,0.0,0
ಬದುಕಿಗೆ ನೂರು ದಾರಿ..ಆ ಕಾಲದ ತೊಗರತಿಪ್ಪನಿ ಬುದ್ಧಿಮತ್ತೆಗೆ ನೂರು ಸಲಾಂ.. ಹಿರೇಮಠ ಹೋತಪೇಟ,Positive,kannada_sentiment,kannada,ಬದುಕಿಗೆ ನೂರು ದಾರಿ..ಆ ಕಾಲದ ತೊಗರತಿಪ್ಪನಿ  ಬುದ್ಧಿಮತ್ತೆಗೆ ನೂರು ಸಲಾಂ.. ಹಿರೇಮಠ ಹೋತಪೇಟ,2,10,77,0,0,64,0,kannada,0.0,0
nakkan idhu idhu roast andhery,Positive,kannada_sentiment,kannada,Nakkan idhu idhu roast andhery,1,5,30,0,0,0,26,latin,0.0,0
nayak ನಿಮ್ಮ ಅಮ್ಮ ಆಲ್ಸೋ ಫ್ಲಾಪ್,Negative,kannada_sentiment,kannada,@prithvi nayak ನಿಮ್ಮ ಅಮ್ಮ ಆಲ್ಸೋ ಫ್ಲಾಪ್,1,5,29,0,0,20,5,kannada,20.0,1
super marvlese percent 365 day,Positive,kannada_sentiment,kannada,Super marvlese  percent 365 day,1,5,30,0,0,0,23,latin,20.0,0
looks very different,unknown_state,kannada_sentiment,kannada,Looks very different,1,3,20,0,0,0,18,latin,0.0,3
sir deshadali shikshana jotege kwoshliya nu kalisabeku selp udyogada samartya barbeku nnrajakiya vektigalu adikara and hanke ase belde deshavanu munnadasabeku employment ge jobs sigo rieti nodka beku,Positive,kannada_sentiment,kannada,sir deshadali shikshana jotege kwoshliya nu kalisabeku selp udyogada samartya barbeku nnrajakiya vektigalu adikara and hanke ase belde deshavanu munnadasabeku employment ge jobs sigo rieti nodka beku,1,27,199,0,0,0,173,latin,0.0,0
nanna ballya jivana nenap aytu thanks aswini adio,Positive,kannada_sentiment,kannada,Nanna ballya jivana nenap aytu thanks aswini adio,1,8,49,0,0,0,42,latin,0.0,0
vijaya prakash voice is superb just i cont yappa super super,Positive,kannada_sentiment,kannada,Vijaya prakash voice is superb just I cont yappa super super,1,11,60,0,0,0,50,latin,0.0,0
plz dayvitto kannada film industry yali ivrgge film gallali chence koddi yappa,Positive,kannada_sentiment,kannada,Plz dayvitto Kannada Film industry yali ivrgge Film gallali chence koddi yappa,1,12,78,0,0,0,67,latin,0.0,0
idonde voledagiradu 2020 li,Mixed_feelings,kannada_sentiment,kannada,Idonde voledagiradu 2020 li,1,4,27,0,0,0,20,latin,25.0,2
masth guru sakadgi helidiya,Positive,kannada_sentiment,kannada,Masth guru sakadgi helidiya,1,4,27,0,0,0,24,latin,0.0,0
ಈ ಸಾಂಗ್ ಚನ್ನಾಗಿದೇ,Positive,kannada_sentiment,kannada,ಈ ಸಾಂಗ್ ಚನ್ನಾಗಿದೇ,1,3,17,0,0,15,0,kannada,0.0,0
ಕನ್ನಡ ಸಿನಿಮಾವನ್ನು ಎತ್ತು ಕೊಂಡಾಡುವಂತೆ ಮಾಡಲು ಬರುತ್ತಿದೆ..nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣnnಜೈ ರಕ್ಷಿತ್ ಭಾಸ್..nನಮ್ಮ ಕನ್ನಡದ ಹೆಮ್ಮೆ,Positive,kannada_sentiment,kannada,ಕನ್ನಡ ಸಿನಿಮಾವನ್ನು ಎತ್ತು ಕೊಂಡಾಡುವಂತೆ ಮಾಡಲು ಬರುತ್ತಿದೆ..nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣnnಜೈ ರಕ್ಷಿತ್ ಭಾಸ್....nನಮ್ಮ ಕನ್ನಡದ ಹೆಮ್ಮೆ,1,11,110,0,0,92,4,kannada,27.27272727272727,0
avana basha yevadu,unknown_state,kannada_sentiment,kannada,Avana Basha Yevadu,1,3,18,0,0,0,16,latin,0.0,3
copy from vivek bindra,Negative,kannada_sentiment,kannada,Copy from vivek bindra,1,4,22,0,0,0,19,latin,0.0,1
karab guru nenu nnkn eddu masthu,Mixed_feelings,kannada_sentiment,kannada,Karab guru nenu nNkn eddu masthu🤗,1,6,32,0,0,0,27,latin,0.0,2
ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ,Positive,kannada_sentiment,kannada,ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ,1,2,15,0,0,14,0,kannada,0.0,0
loo baccha koura holle avaru,Negative,kannada_sentiment,kannada,Loo baccha koura holle avaru,1,5,28,0,0,0,24,latin,0.0,1
ಸುಪರ್ ತೊಗರಿ ತಿಫ ಲಾಚನಕೇರಿ,unknown_state,kannada_sentiment,kannada,ಸುಪರ್ ತೊಗರಿ ತಿಫ ಲಾಚನಕೇರಿ,1,4,24,0,0,21,0,kannada,0.0,3
eppa all fake,Negative,kannada_sentiment,kannada,Eppa all fake,1,3,13,0,0,0,11,latin,0.0,1
ಕನ್ನಡಿಗ ಕಲಾರಸಿಕ navane srimannarayana trailer-bgm n re-createdn,unknown_state,kannada_sentiment,kannada,ಕನ್ನಡಿಗ ಕಲಾರಸಿಕ nAvane Srimannarayana Trailer-BGM n          Re-Createdn,1,7,63,0,0,14,41,latin,28.57142857142857,3
parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲ್ ಗಲೀಜು,Negative,kannada_sentiment,kannada,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲ್ ಗಲೀಜು,1,6,45,0,0,27,13,kannada,16.666666666666664,1
nice kalaa..ncontinue madu.,Positive,kannada_sentiment,kannada,nice kalaa....ncontinue madu...,1,3,27,0,0,0,22,latin,0.0,0
nkn en mathgalu guru nindhu abba tiktok li thirke shoki madorige chapli thagond barsidhange super guru,Negative,kannada_sentiment,kannada,Nkn en mathgalu guru nindhu ABBA tiktok li thirke shoki madorige Chapli thagond barsidhange super guru,1,16,102,0,0,0,87,latin,0.0,1
keli kadiruva bandhavarenbhuviyalli avana aritavarenyarilla bidi,Negative,kannada_sentiment,kannada,Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,1,6,64,0,0,0,59,latin,0.0,1
hawdale thugari tippa,Negative,kannada_sentiment,kannada,hawdale thugari tippa,1,3,21,0,0,0,19,latin,0.0,1
ತೂಗರಿ ತಿಪ್ಪ ಸುಪರ್,Positive,kannada_sentiment,kannada,ತೂಗರಿ ತಿಪ್ಪ ಸುಪರ್,1,3,17,0,0,15,0,kannada,0.0,0
ಕಲ್ಪನಾಲೊಕಕ್ಕೆ ಮಿತಿ ಇಲ್ಲ. ತೊಗರಿ ತಿಪ್ಪ ನಾಟಕ ಮನೆಮಾತಾಗಿತ್ತು..ದನ್ಯವಾದಗಳು,Positive,kannada_sentiment,kannada,ಕಲ್ಪನಾಲೊಕಕ್ಕೆ ಮಿತಿ ಇಲ್ಲ...  ತೊಗರಿ ತಿಪ್ಪ ನಾಟಕ ಮನೆಮಾತಾಗಿತ್ತು....ದನ್ಯವಾದಗಳು,2,7,67,0,0,58,0,kannada,0.0,0
e movie pakka charitre shrustisuttade,unknown_state,kannada_sentiment,kannada,E movie pakka charitre shrustisuttade,1,5,37,0,0,0,33,latin,0.0,3
avlu lofar ..nan sister diya papa amezon a to z super next relece i m going,Negative,kannada_sentiment,kannada,Avlu lofar .....nan sister Diya papa amezon a to z super next relece I m going,1,16,75,0,0,0,58,latin,0.0,1
prajwal devaraj matte yeddelo chances ide adu ee trailer ali kaanustide,Positive,kannada_sentiment,kannada,Prajwal devaraj matte yeddelo chances ide adu ee trailer ali kaanustide,1,11,71,0,0,0,61,latin,0.0,0
different r s maga ninu,unknown_state,kannada_sentiment,kannada,Different r s maga ninu,1,5,23,0,0,0,19,latin,0.0,3
ತುಂಬಾ ಹರಿತವಾದ ಕಣ್ತೆರೆಸುವ ಪ್ರಾಮಾಣಿಕ ಪ್ರಯತ್ನ. ಇಂತಹ ಇನ್ನೂ ಹೆಚ್ಚಿನ ಕಾರ್ಯ ಕ್ರಮಗಳು ಮೂಡಿಬರುವ ಮೂಲಕ ಪರಿಸ್ಥಿತಿಯನ್ನು ಸಮರ್ಥವಾಗಿ ಸುಧಾರಿಸಲು ಸೀರಿಯಸ್ ಕಾರ್ಯ ತತ್ಪರ ಮನಸ್ಥಿತಿಯನ್ನು ತರುವ ನಿಟ್ಟಿನಲ್ಲಿ ಸತತ ಪ್ರಯತ್ನ ತೀವ್ರ ವಾಗಬೇಕು.. ನಿಮ್ಮ ಪ್ರಯತ್ನ ಶ್ಲಾಘನೀಯ..ಯೋಗೀಶ್ ಭಟ್ ಬೆಂಗಳೂರು,Positive,kannada_sentiment,kannada,ತುಂಬಾ ಹರಿತವಾದ ಕಣ್ತೆರೆಸುವ ಪ್ರಾಮಾಣಿಕ ಪ್ರಯತ್ನ. ಇಂತಹ ಇನ್ನೂ ಹೆಚ್ಚಿನ ಕಾರ್ಯ ಕ್ರಮಗಳು ಮೂಡಿಬರುವ ಮೂಲಕ ಪರಿಸ್ಥಿತಿಯನ್ನು ಸಮರ್ಥವಾಗಿ ಸುಧಾರಿಸಲು ಸೀರಿಯಸ್ ಕಾರ್ಯ ತತ್ಪರ ಮನಸ್ಥಿತಿಯನ್ನು ತರುವ ನಿಟ್ಟಿನಲ್ಲಿ ಸತತ ಪ್ರಯತ್ನ ತೀವ್ರ ವಾಗಬೇಕು..... ನಿಮ್ಮ ಪ್ರಯತ್ನ ಶ್ಲಾಘನೀಯ....ಯೋಗೀಶ್ ಭಟ್ ಬೆಂಗಳೂರು,3,30,248,0,0,214,0,kannada,0.0,0
shambhu baligar superr,Positive,kannada_sentiment,kannada,shambhu baligar superr,1,3,22,0,0,0,20,latin,0.0,0
hegde ಆಂಧ್ರವಲ ಗಳು eddare . ಅಂದ್ರ ನಾಯಿಗಳು ತೆಲುಗು.ಕನ್ನಡ ಪ್ರೇಮಿಗಳು ಕನ್ನಡ ಸಿನಿಮಾ ನೋಡಿತರೆ. ದರ್ಶನ್. ಸುದೀಪ್. ಪುನೀತ್. ಯಶ್. ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ .ದ್ರುವ ಸರ್ಜಾ. ಶಿವಣ್ಣ. heavy fan fellowing. ಇದೆ. but ಇನ್ನೊಂದು ತೆಲುಗು ಸಿನಿಮಾ ನೋಡೋದು ಚಿಕ್ಕಬಳ್ಳಾಪುರ ಜಾಸ್ತಿ .,Negative,kannada_sentiment,kannada,@Prasad Hegde  ಆಂಧ್ರವಲ ಗಳು eddare .  ಅಂದ್ರ ನಾಯಿಗಳು ತೆಲುಗು.ಕನ್ನಡ ಪ್ರೇಮಿಗಳು ಕನ್ನಡ ಸಿನಿಮಾ ನೋಡಿತರೆ.  ದರ್ಶನ್. ಸುದೀಪ್. ಪುನೀತ್. ಯಶ್. ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ .ದ್ರುವ ಸರ್ಜಾ. ಶಿವಣ್ಣ. Heavy fan fellowing. ಇದೆ.  But ಇನ್ನೊಂದು ತೆಲುಗು ಸಿನಿಮಾ ನೋಡೋದು ಚಿಕ್ಕಬಳ್ಳಾಪುರ   ಜಾಸ್ತಿ .,11,33,234,0,0,158,31,kannada,24.242424242424242,1
anna intha kachada nahigallna roast madodralli tapenilla asn dialogue daritapdhorna kshamisbodhu thap daari hiddhornallla nim jothe iddhivi anna,Negative,kannada_sentiment,kannada,anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna,1,18,144,0,0,0,127,latin,0.0,1
ನೀ ತುಲ್ಯ,Negative,kannada_sentiment,kannada,@Ŕävîñđŕå_02_GøWđřú ನೀ ತುಲ್ಯ,1,2,8,0,0,7,0,kannada,0.0,1
jai d boss,Positive,kannada_sentiment,kannada,Jai D Boss,1,3,10,0,0,0,8,latin,0.0,0
karnataka ke bandu kannada matadidna ane guru sullu avnu sooside madko bahudittu alvaa fake news,Negative,kannada_sentiment,kannada,Karnataka ke bandu Kannada matadidna ane guru sullu avnu sooside madko bahudittu alvaa fake news,1,15,96,0,0,0,82,latin,0.0,1
super agide song maatra haaands up n940 dislikes and still counting,Positive,kannada_sentiment,kannada,Super agide song maatra Haaands Up  n940 dislikes and still counting,1,11,67,0,0,0,54,latin,0.0,0
super comedy togari tippa,Positive,kannada_sentiment,kannada,Super Comedy togari tippa,1,4,25,0,0,0,22,latin,0.0,0
nim maaathu elrugu kelsohagididdre thumba olledagtitthu ..,Positive,kannada_sentiment,kannada,Nim maaathu elrugu kelsohagididdre thumba olledagtitthu ....,1,7,58,0,0,0,50,latin,14.285714285714285,0
kunte okay.,unknown_state,kannada_sentiment,kannada,@Rajath Kunte okay.,1,2,11,0,0,0,9,latin,0.0,3
ban agoithalla bro inna yenidhru tamte saddhu yerd steppu ashte,unknown_state,kannada_sentiment,kannada,Ban agoithalla bro Inna yenidhru tamte saddhu yerd steppu  ashte,1,10,63,0,0,0,54,latin,0.0,3
ಹೇಡಿ ಅಶ್ವತ್ಥಾಮ ಚಕ್ರವ್ಯೂಹದಲ್ಲಿ ಅಭಿಮನ್ಯುವನ್ನು ಎದುರಿಸಲಾಗದೆ ಪ್ರಾರಂಭದಲ್ಲೇ ಜೀವ ಉಳಿಸಿಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಪಲಾಯನ ಮಾಡಿಬಿಟ್ಟ.. ಕೊನೆಯಲ್ಲಿ ಲೋಫರ್ ದುರ್ಯೋಧನನ ಮಾತು ಕೇಳಿ ಶಾಪಗ್ರಸ್ಥನಾಗಿ ಕಲಿಯುಗದಲ್ಲೇ ತಿರುಗಾಡುತ್ತಿದ್ದಾನೆ.. ಒಂದು ವೇಳೆ ನನ್ನ ಕೈಗೆನಾದರೂ ಸಿಕ್ಕರೆ ಅವನನ್ನು ಛೇಡಿಸದೆ ಬಿಡಲಾರೆನು,Negative,kannada_sentiment,kannada,ಹೇಡಿ ಅಶ್ವತ್ಥಾಮ ಚಕ್ರವ್ಯೂಹದಲ್ಲಿ ಅಭಿಮನ್ಯುವನ್ನು ಎದುರಿಸಲಾಗದೆ ಪ್ರಾರಂಭದಲ್ಲೇ ಜೀವ ಉಳಿಸಿಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಪಲಾಯನ ಮಾಡಿಬಿಟ್ಟ.... ಕೊನೆಯಲ್ಲಿ ಲೋಫರ್ ದುರ್ಯೋಧನನ ಮಾತು ಕೇಳಿ ಶಾಪಗ್ರಸ್ಥನಾಗಿ ಕಲಿಯುಗದಲ್ಲೇ ತಿರುಗಾಡುತ್ತಿದ್ದಾನೆ.... ಒಂದು ವೇಳೆ ನನ್ನ ಕೈಗೆನಾದರೂ ಸಿಕ್ಕರೆ ಅವನನ್ನು ಛೇಡಿಸದೆ ಬಿಡಲಾರೆನು,3,27,253,0,0,223,0,kannada,0.0,1
appu fans yellaru nimma movie nodthivi,Positive,kannada_sentiment,kannada,Appu fans yellaru nimma movie nodthivi,1,6,38,0,0,0,33,latin,0.0,0
ಚನ್ನಾಗಿದೇ ಇದು ತೋಗರಿ ತಿಪ್ಪನ ಕತೆ,Positive,kannada_sentiment,kannada,ಚನ್ನಾಗಿದೇ ಇದು ತೋಗರಿ ತಿಪ್ಪನ ಕತೆ,1,5,30,0,0,26,0,kannada,0.0,0
arjun janyan karkond bandu music kelisiri,Positive,kannada_sentiment,kannada,Arjun janyan karkond bandu music kelisiri,1,6,41,0,0,0,36,latin,0.0,0
hi chi ugh,unknown_state,kannada_sentiment,kannada,Hi Chi ugh,1,3,10,0,0,0,8,latin,0.0,3
s ur ryt,unknown_state,kannada_sentiment,kannada,S ur ryt,1,3,8,0,0,0,6,latin,0.0,3
vitthal ಬಳೆಗಾರ ಫ್ಯಾನ ಆ,Mixed_feelings,kannada_sentiment,kannada,@Kiccha Vitthal ಬಳೆಗಾರ ಫ್ಯಾನ ಆ,1,4,22,0,0,12,7,kannada,25.0,2
i like it sr good job,Positive,kannada_sentiment,kannada,I like it sr good job,1,6,21,0,0,0,16,latin,0.0,0
yake rajkumar families help madilla evrge,Mixed_feelings,kannada_sentiment,kannada,Yake Rajkumar families help madilla evrge,1,6,41,0,0,0,36,latin,0.0,2
super song and super dance,unknown_state,kannada_sentiment,kannada,Super song and super dance,1,5,26,0,0,0,22,latin,0.0,3
gowda lo tukali,Negative,kannada_sentiment,kannada,@Sweekar Gowda Lo tukali,1,3,15,0,0,0,13,latin,0.0,1
ಪ್ರಜ್ವಲ್ ಹೊಸ ತನದ ಸಿನಿಮಾ ಇದೆ ಅನಿಸತ್ತೆ,Mixed_feelings,kannada_sentiment,kannada,ಪ್ರಜ್ವಲ್ ಹೊಸ ತನದ ಸಿನಿಮಾ ಇದೆ ಅನಿಸತ್ತೆ,1,6,36,0,0,31,0,kannada,0.0,2
manu baligar avaru gadag jille shirahatti taluk shigli gramadavaru. nanu ade gramadavanu.,unknown_state,kannada_sentiment,kannada,Manu baligar avaru gadag jille shirahatti taluk Shigli gramadavaru. Nanu ade gramadavanu.,2,12,89,0,0,0,76,latin,0.0,3
d boss,Positive,kannada_sentiment,kannada,D  Boss,1,2,6,0,0,0,5,latin,0.0,0
soundarya hi mem..uta ayta mem..gn,unknown_state,kannada_sentiment,kannada,@Aiswarya Soundarya hi mem..uta ayta mem....gn,1,5,34,0,0,0,26,latin,0.0,3
rocking star yash fans like here,unknown_state,kannada_sentiment,kannada,Rocking star Yash fans like here,1,6,32,0,0,0,27,latin,0.0,3
ಓಕೇ ಓಕೆ ..ನನಗೆ ಗೊತ್ತಾಗಲಿಲ್ಲ..,Mixed_feelings,kannada_sentiment,kannada,ಓಕೇ ಓಕೆ‌....ನನಗೆ ಗೊತ್ತಾಗಲಿಲ್ಲ.....,1,4,29,0,0,22,0,kannada,0.0,2
ಸೆಕ್ಸ್ ಸೆಕ್ಸ್ ಸೆಕ್ಸ್ ವೀಡಿಯೋಸ್,unknown_state,kannada_sentiment,kannada,ಸೆಕ್ಸ್ ಸೆಕ್ಸ್ ಸೆಕ್ಸ್ ವೀಡಿಯೋಸ್,1,4,29,0,0,26,0,kannada,0.0,3
soundarya hi,unknown_state,kannada_sentiment,kannada,@Aiswarya Soundarya hi,1,2,12,0,0,0,11,latin,0.0,3
ನಿಜವಾದ ಕನ್ನಡ ಸಿನಿ ಪ್ರೇಮಿ ಇದನ್ನು,Positive,kannada_sentiment,kannada,ನಿಜವಾದ ಕನ್ನಡ ಸಿನಿ ಪ್ರೇಮಿ ಇದನ್ನು,1,5,31,0,0,27,0,kannada,0.0,0
asn ಖಂಡಿತವಾಗ್ಲೂ ಚರಿತ್ರೆ ಶೃಷ್ಟಿಸುವ ಅವತಾರ..,Positive,kannada_sentiment,kannada,ASN ಖಂಡಿತವಾಗ್ಲೂ ಚರಿತ್ರೆ ಶೃಷ್ಟಿಸುವ ಅವತಾರ....,1,5,41,0,0,32,3,kannada,20.0,0
ಧನ್ಯವಾದಗಳು . ನಮ್ ನಾರಾಯಣ ಗೆಲ್ಲಬೇಕು ಅನ್ನೋದೇ ನನ್ನ ಆಸೆ .. ನನ್ನ ಕಡೆ ಇಂದ ಫರ್ಸ್ಟ್ ಡೇ 4 ಸಲ ಫಿಕ್ಸ್ ..,Positive,kannada_sentiment,kannada,@simple  ಧನ್ಯವಾದಗಳು ... ನಮ್ ನಾರಾಯಣ ಗೆಲ್ಲಬೇಕು ಅನ್ನೋದೇ ನನ್ನ ಆಸೆ .. ನನ್ನ ಕಡೆ ಇಂದ ಫರ್ಸ್ಟ್ ಡೇ 4 ಸಲ ಫಿಕ್ಸ್  ..,3,18,92,0,0,69,0,kannada,22.22222222222222,0
super vidio,Positive,kannada_sentiment,kannada,super vidio,1,2,11,0,0,0,10,latin,0.0,0
shetruuu superrruu ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,Positive,kannada_sentiment,kannada,Shetruuu Superrruuuu ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,1,6,45,0,0,23,17,kannada,33.33333333333333,0
rao en maadodu asht bejaar aagide..ond olle cinema hesr maadlilvalla anta.bejar maadkobedi,Negative,kannada_sentiment,kannada,@Rajesh Rao en maadodu asht bejaar aagide....ond olle cinema hesr maadlilvalla anta...bejar maadkobedi,1,12,90,0,0,0,76,latin,0.0,1
bgm..nnwaiting avane srimannarayan and yuvarthnaa,Positive,kannada_sentiment,kannada,Bgm..nnWaiting AVANE SRIMANNARAYAN and YUVARTHNAA,1,5,49,0,0,0,43,latin,0.0,0
macha neen badukbeka ?,Negative,kannada_sentiment,kannada,Macha neen badukbeka ???,1,4,22,0,0,0,18,latin,25.0,1
chindu guru ninu,Positive,kannada_sentiment,kannada,chindu guru ninu,1,3,16,0,0,0,14,latin,0.0,0
sahitya kararige shata shata namana,Negative,kannada_sentiment,kannada,Sahitya kararige shata shata namana,1,5,35,0,0,0,31,latin,0.0,1
ಅದ್ಭುತ ಕನ್ನಡ ಸಿನಿಮಾ,Positive,kannada_sentiment,kannada,ಅದ್ಭುತ ಕನ್ನಡ ಸಿನಿಮಾ,1,3,19,0,0,17,0,kannada,0.0,0
unlikers ella chinos appang huttid sulemaklu irbek,Negative,kannada_sentiment,kannada,Unlikers Ella chinos appang huttid sulemaklu irbek,1,7,50,0,0,0,44,latin,0.0,1
k k nin amman thulle shaata bekaadre helu nin chulbort movie hair wig ge . dagaar boss cutout bekaadre helu dappa sodane hodkodtivi ondu maatu helu saaku haage shaatad haara redi maadustivi ashtu salalilla andre helu mettin haara maadustivi dagaar fans nin amman ganda dagaar soole maga hale aanti iddange idaanallo avnige kodu bale,Negative,kannada_sentiment,kannada,@VARAPRASAD K K nin Amman thulle shaata bekaadre helu nin chulbort movie hair wig ge . Dagaar boss cutout bekaadre helu dappa  sodane hodkodtivi ondu maatu helu saaku haage shaatad haara redi maadustivi ashtu salalilla Andre helu mettin haara maadustivi dagaar fans nin Amman ganda dagaar soole maga Hale aanti iddange idaanallo avnige kodu bale,2,54,332,0,0,0,278,latin,1.8518518518518516,1
kharabbu pogaru song like - 317k,Negative,kannada_sentiment,kannada,Kharabbu Pogaru song Like - 317K,1,6,32,0,0,0,23,latin,16.666666666666664,1
sleeping beauty syndrome,unknown_state,kannada_sentiment,kannada,sleeping beauty syndrome,1,3,24,0,0,0,22,latin,0.0,3
super bro. im happy,Positive,kannada_sentiment,kannada,Super bro. Im happy,2,4,19,0,0,0,15,latin,0.0,0
kathe heldene nilsbitri,Mixed_feelings,kannada_sentiment,kannada,Kathe heldene nilsbitri,1,3,23,0,0,0,21,latin,0.0,2
vn sule maga neenu ade bere ide bere,Negative,kannada_sentiment,kannada,@Vinay Vn sule maga neenu ade bere ide bere,1,8,36,0,0,0,29,latin,0.0,1
ta ta ta ta ta da da da,unknown_state,kannada_sentiment,kannada,ta ta ta ta ta da da da,1,8,23,0,0,0,16,latin,0.0,3
ಮೊದಲು ನೋಡಿದಾಗ ಓಕೆ ಓಕೆ ಅನ್ನಿಸ್ತು..nನಿಧಾನವಾಗಿ ಮನಸಿನೊಳಗೆ ಆವರಿಸುತ್ತಾ ಹೋಗುತ್ತೆ nnನಿಜ ತಾನೆ?,Positive,kannada_sentiment,kannada,ಮೊದಲು ನೋಡಿದಾಗ ಓಕೆ ಓಕೆ ಅನ್ನಿಸ್ತು.....nನಿಧಾನವಾಗಿ ಮನಸಿನೊಳಗೆ ಆವರಿಸುತ್ತಾ ಹೋಗುತ್ತೆ nnನಿಜ ತಾನೆ?,1,10,85,0,0,70,3,kannada,20.0,0
ಸರ್ pls contact 9743436877,Positive,kannada_sentiment,kannada,ಸರ್ pls contact 9743436877,1,4,26,0,0,3,10,latin,50.0,0
super maga,Negative,kannada_sentiment,kannada,Super  maga,1,2,10,0,0,0,9,latin,0.0,1
make avane srimanarayana part 2,Positive,kannada_sentiment,kannada,Make avane srimanarayana part 2,1,5,31,0,0,0,26,latin,20.0,0
jivanakke ondu holle adaara e togari tippana kate always anna nanu kuda sumatra baari kelta idde youtob nali nodi rumba santosha ayhatu anna,Positive,kannada_sentiment,kannada,Jivanakke ondu holle adaara e togari tippana Kate always Anna nanu kuda Sumatra baari kelta idde youtob nali nodi rumba santosha ayhatu anna,1,23,140,0,0,0,118,latin,0.0,0
matte film ge banni sir,Positive,kannada_sentiment,kannada,Matte film ge banni sir,1,5,23,0,0,0,19,latin,0.0,0
ಚೆನ್ನಾಗಿದೆ asn ಕಣ್ರೀ ರಕ್ಷೀತ್ ಶೆಟ್ಟಿ,Positive,kannada_sentiment,kannada,ಚೆನ್ನಾಗಿದೆ ASN ಕಣ್ರೀ ರಕ್ಷೀತ್ ಶೆಟ್ಟಿ,1,5,35,0,0,28,3,kannada,20.0,0
i like it i like it kantha.,unknown_state,kannada_sentiment,kannada,I like it I like it kantha.,1,7,27,0,0,0,20,latin,0.0,3
ನಿಮ್ಮ ಮಾತು ಕೇಳಿದ್ರೆ. ನಾವು ಭಾರತೀಯರು ಬಹಳಾ ಮುಗ್ದ ಜನ ಅನ್ನೋ ಯೋಚನೆ ಬರುತ್ತೆ.what seylusin,Positive,kannada_sentiment,kannada,ನಿಮ್ಮ ಮಾತು ಕೇಳಿದ್ರೆ. ನಾವು ಭಾರತೀಯರು ಬಹಳಾ ಮುಗ್ದ ಜನ ಅನ್ನೋ ಯೋಚನೆ ಬರುತ್ತೆ.what seylusin,2,12,82,0,0,57,12,kannada,16.666666666666664,0
yen song guru superb,Positive,kannada_sentiment,kannada,Yen song guru Superb,1,4,20,0,0,0,17,latin,0.0,0
d boss love ers 1 like madi,Positive,kannada_sentiment,kannada,D boss love ers 1 like madi,1,7,27,0,0,0,20,latin,14.285714285714285,0
yaru boss alla,unknown_state,kannada_sentiment,kannada,Yaru boss alla,1,3,14,0,0,0,12,latin,0.0,3
ಸೂಪರ್ ಸಾಂಗ್ .,Positive,kannada_sentiment,kannada,ಸೂಪರ್ ಸಾಂಗ್ .,1,3,13,0,0,10,0,kannada,33.33333333333333,0
ಜೈ ಕನ್ನಡ,Positive,kannada_sentiment,kannada,ಜೈ ಕನ್ನಡ,1,2,8,0,0,7,0,kannada,0.0,0
guru ashwattama na jote avr appa kuda bandidru nam urge gottilvaa nimge krishna kuda sikkiddaa,Negative,kannada_sentiment,kannada,Guru ashwattama na jote Avr Appa kuda bandidru nam urge gottilvaa nimge Krishna kuda sikkiddaa,1,15,94,0,0,0,80,latin,0.0,1
kiran mb it's swamake,unknown_state,kannada_sentiment,kannada,Kiran MB it's swamake,1,4,21,0,0,0,17,latin,0.0,3
ಸರ್ .ನಾವ್ ಬೇಜಾರ್ ಆದಾಗ ಇಂತಹ ಕಥೆ ಕೇಳ್ತಿನಿ.,Positive,kannada_sentiment,kannada,ಸರ್ ...ನಾವ್ ಬೇಜಾರ್ ಆದಾಗ ಇಂತಹ ಕಥೆ ಕೇಳ್ತಿನಿ.,1,7,40,0,0,32,0,kannada,0.0,0
