text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded,wsd_aspects,wsd_primary_aspect,wsd_aspect_count
"தெருபொறுக்கி நாய்களிடமிருந்து குலம்காக்க, குடிகாக்க, வருகிறாள் உங்களின் திரவுளபதி",Positive,tamil_sentiment,tamil,"தெருபொறுக்கி நாய்களிடமிருந்து குலம்காக்க, குடிகாக்க, வருகிறாள் உங்களின் திரவுளபதி",1,7,81,73,0,0,0,tamil,0.0,0,[],none,0
mogan sir trailer vera leval movie வெற்றி பெற வாழ்த்துக்கள்.,Positive,tamil_sentiment,tamil,Mogan Sir Trailer Vera leval  Movie வெற்றி பெற வாழ்த்துக்கள்...,1,9,60,22,0,0,29,latin,33.33333333333333,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu.thala takkarudoi..,Positive,tamil_sentiment,tamil,thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu.thala takkarudoi.....,1,8,82,0,0,0,72,latin,0.0,0,[],none,0
70 vayasulayum thanoda rasigargala sandhosapadutha ipdi ulaikuraru ivara poi kayapaduthuranungale echainga ulachu vaalanum,Mixed_feelings,tamil_sentiment,tamil,70 vayasulayum thanoda rasigargala sandhosapadutha ipdi ulaikuraru ivara poi kayapaduthuranungale echainga ulachu vaalanum,1,13,122,0,0,0,108,latin,7.6923076923076925,2,[],none,0
பெண்களை தவறாக பயன்வுபடுத்தும் நாய்கள் எந்த சாதியாக இருந்தாலும் கண்டிக்கத்தக்கதே. இதை ஒரு சாதியினர் மட்டும்தான் செய்கிறார்கள் என்று சொல்லமுடியாது உ பொள்ளாச்சி சம்பவம் . சாதியை இழிவு படுத்தாது நல்ல விழிப்புணர்வு ஏற்படுத்த இது போன்ற படங்கள் வெற்றியடைய வாழ்த்துக்கள்.,Mixed_feelings,tamil_sentiment,tamil,பெண்களை தவறாக பயன்வுபடுத்தும் நாய்கள் எந்த சாதியாக இருந்தாலும் கண்டிக்கத்தக்கதே. இதை ஒரு சாதியினர் மட்டும்தான் செய்கிறார்கள் என்று சொல்லமுடியாது (உ: பொள்ளாச்சி சம்பவம்). சாதியை இழிவு படுத்தாது நல்ல விழிப்புணர்வு ஏற்படுத்த இது போன்ற படங்கள் வெற்றியடைய வாழ்த்துக்கள்.,3,30,263,231,0,0,0,tamil,3.333333333333333,2,[],none,0
sema. . kathirukirom. release kaga.,Positive,tamil_sentiment,tamil,Sema. ...  Kathirukirom... release kaga.,4,5,35,0,0,0,27,latin,20.0,0,[],none,0
vera level. super star ragini fans like hit,Negative,tamil_sentiment,tamil,Vera level. super star Ragini  fans like hit,2,8,43,0,0,0,35,latin,0.0,1,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}, {""word"": ""hit"", ""aspect"": ""box_office_collection"", ""confidence"": 1.0}]",fan_stardom,2
vijay sethupati fans hit a like,unknown_state,tamil_sentiment,tamil,Vijay sethupati fans hit a like,1,6,31,0,0,0,26,latin,0.0,3,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}, {""word"": ""hit"", ""aspect"": ""box_office_collection"", ""confidence"": 1.0}]",fan_stardom,2
1 40 sec intha scene kagavey movie ku polamnu soldravanga podra likes eh,Positive,tamil_sentiment,tamil,1:40 sec Intha scene kagavey movie ku polamnu soldravanga podra likes eh,1,13,72,0,0,0,57,latin,15.384615384615383,0,[],none,0
unaku nigar ni mattutha thala pathe,Positive,tamil_sentiment,tamil,unaku nigar ni mattutha thala pathe,1,6,35,0,0,0,30,latin,0.0,0,[],none,0
"pakka mass trailer, love u thalaiavaaa , always thalaivar fan",Positive,tamil_sentiment,tamil,"Pakka mass trailer,  love u thalaiavaaa , always thalaivar fan",1,10,61,0,0,0,50,latin,10.0,0,"[{""word"": ""mass"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""fan"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",trailer_teaser,3
vikram is like fine wine gets better as he ages,Positive,tamil_sentiment,tamil,Vikram is like fine wine gets better as he ages,1,10,47,0,0,0,38,latin,0.0,0,[],none,0
semma vera lvl by thala fan da,Positive,tamil_sentiment,tamil,Semma vera lvl by thala fan da,1,7,30,0,0,0,24,latin,0.0,0,"[{""word"": ""fan"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
vera 11 vjs anna fans like podunga,Positive,tamil_sentiment,tamil,Vera  11 vjs anna fans like podunga🤩,1,7,34,0,0,0,26,latin,14.285714285714285,0,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
kadaram kondan movie marana mass waiting,Mixed_feelings,tamil_sentiment,tamil,kadaram kondan movie marana mass waiting,1,6,40,0,0,0,35,latin,0.0,2,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
intha 21k dislikes la 90 vijay makkan fans. chinna payaluga.,Negative,tamil_sentiment,tamil,Intha 21k dislikes la 90% vijay makkan fans. Chinna payaluga.,2,10,60,0,0,0,45,latin,10.0,1,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
chinna vayusaula erila kuzhipola anga pola adhu mela than nadakurom,unknown_state,tamil_sentiment,tamil,Chinna vayusaula erila kuzhipola Anga Pola Adhu Mela than nadakurom,1,10,67,0,0,0,58,latin,0.0,3,[],none,0
"ayioo thala,, sema, am excited to ur screen,,",Positive,tamil_sentiment,tamil,"Ayioooooo THALA,, SEMA, AM EXCITED TO UR SCREEN,,,,,,,",1,8,45,0,0,0,33,latin,0.0,0,[],none,0
str overacting pannama irundan na padam hit agum,unknown_state,tamil_sentiment,tamil,STR overacting pannama irundan na padam hit agum,1,8,48,0,0,0,41,latin,0.0,3,"[{""word"": ""hit"", ""aspect"": ""box_office_collection"", ""confidence"": 1.0}]",box_office_collection,1
"joseph, vijayakumar and sarweshvar 3 vijay anna ha? movie'la!!?? sarweshvar jk mea charge leliyaa maas maas mass trailer ..",Positive,tamil_sentiment,tamil,"""joseph, vijayakumar and sarweshvar 3 vijay anna ha? movie'la!!!!?????  """"sarweshvar jk mea  charge leliyaa"""" maas maas mass trailer .......  :)  :)""",3,19,123,0,0,0,95,latin,10.526315789473683,0,"[{""word"": ""mass"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,2
dai 600 kodi thevaiya intha movieku varumaiyil vazum eazakku seru potta..la. natu munnerum..,Negative,tamil_sentiment,tamil,Dai 600 kodi thevaiya Intha movieku varumaiyil vazum eazakku seru potta.....la. natu munnerum....,2,13,92,0,0,0,72,latin,7.6923076923076925,1,[],none,0
kekka bekka short film..mathri iruku..but movie semaya iruka pothu nu ninaikren.,Mixed_feelings,tamil_sentiment,tamil,Kekka bekka short film..mathri iruku..but movie semaya iruka pothu nu ninaikren...,1,11,80,0,0,0,65,latin,0.0,2,[],none,0
ynada dev padam music la kekkudhu,Negative,tamil_sentiment,tamil,Ynada dev padam music la kekkudhu,1,6,33,0,0,0,28,latin,0.0,1,"[{""word"": ""music"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
do or die . . kro ya mro,Negative,tamil_sentiment,tamil,Do or Die  . . Kro ya mro,3,8,24,0,0,0,15,latin,25.0,1,[],none,0
varlaam varlaam va varalaam va bhairavaa! !,Positive,tamil_sentiment,tamil,varlaam varlaam va varalaam va bhairavaaaa! !,2,7,43,0,0,0,35,latin,14.285714285714285,0,[],none,0
romba nalla irukku ..waitn for d movie,Positive,tamil_sentiment,tamil,romba nalla irukku .....waitn for d movie,1,7,38,0,0,0,30,latin,0.0,0,[],none,0
ipa solluren ya elluthi vachuko..indha padam super duper hitu..inner feelings solludhu.yaaa,Positive,tamil_sentiment,tamil,ipa solluren ya elluthi vachuko....indha padam super duper hitu....inner feelings solludhu...yaaa,1,11,91,0,0,0,76,latin,0.0,0,[],none,0
"hit like prakash raj - 00 11 aditi rao - 00 19 thiyagarajan - 00 23 aravind samy - 00 26 jo - 00 39,00 57 arun vijay - 00 44 aishwarya rajesh 00 48 str - 01 05 jayasudha - 01 14 vj sethupathi - 01 38 thank me later",unknown_state,tamil_sentiment,tamil,"Hit Like   Prakash Raj -  00:11  Aditi Rao - 00:19 Thiyagarajan - 00:23 Aravind Samy - 00:26 Jo - 00:39,00:57  Arun Vijay - 00:44 Aishwarya Rajesh : 00:48  STR - 01:05  Jayasudha - 01:14 Vj Sethupathi - 01:38  Thank Me Later",1,51,214,0,0,0,110,latin,41.17647058823529,3,[],none,0
padam romba amaidiya irukumpola paawam ajith,Mixed_feelings,tamil_sentiment,tamil,Padam romba amaidiya irukumpola  Paawam ajith,1,6,44,0,0,0,39,latin,0.0,2,[],none,0
thala vera level kerala vijay fan,Positive,tamil_sentiment,tamil,Thala vera level  Kerala Vijay Fan,1,6,33,0,0,0,28,latin,0.0,0,"[{""word"": ""fan"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
50 k likes in 17 minutes!!,unknown_state,tamil_sentiment,tamil,50 k likes in 17 minutes!!!!!,1,6,26,0,0,0,15,latin,33.33333333333333,3,[],none,0
தமிழ்நாடு பிரமணர் சங்கம் ஐயர் மற்றும் ஐயங்கர் சார்பாக வாழ்த்துக்கள்!!,Positive,tamil_sentiment,tamil,தமிழ்நாடு பிரமணர் சங்கம் ஐயர் மற்றும் ஐயங்கர் சார்பாக வாழ்த்துக்கள்!!,1,8,69,60,0,0,0,tamil,0.0,0,[],none,0
hollywood movie eh tuff kudikum poliea indha movie,Positive,tamil_sentiment,tamil,Hollywood movie eh tuff kudikum poliea indha movie,1,8,50,0,0,0,43,latin,0.0,0,[],none,0
anna teaser pataya kelapiteenga na therii,Positive,tamil_sentiment,tamil,Anna teaser pataya kelapiteenga na theriiiiiiiiiii,1,6,41,0,0,0,36,latin,0.0,0,"[{""word"": ""teaser"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
70 க்கும் மேல பாத்தாச்சு. கருப்பு சட்டையை கதற விட்டானுங்க.,Positive,tamil_sentiment,tamil,70 க்கும் மேல பாத்தாச்சு. கருப்பு சட்டையை கதற விட்டானுங்க...,2,8,58,47,0,0,0,tamil,12.5,0,[],none,0
any malayalless surya and mohanlaal fans like here malayaalis ngk,unknown_state,tamil_sentiment,tamil,any malayalless Surya and mohanlaal fans like here  malayaalis  NGK,1,10,65,0,0,0,56,latin,0.0,3,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
draupathi padam vetri adaya pandaram jaathi sarbaga valthukal.,Positive,tamil_sentiment,tamil,Draupathi padam vetri adaya pandaram jaathi sarbaga valthukal...,1,8,62,0,0,0,54,latin,0.0,0,[],none,0
indha video va pakkum podhu yaru like takku potta,Positive,tamil_sentiment,tamil,Indha video va pakkum podhu yaru like takku potta,1,9,49,0,0,0,41,latin,0.0,0,[],none,0
pakkuraddukku chinna pulla maari irukkaru namma thalaivar,Negative,tamil_sentiment,tamil,Pakkuraddukku chinna pulla maari irukkaru namma thalaivar,1,7,57,0,0,0,51,latin,0.0,1,[],none,0
டிஸ்லைக்கு போட்டவனெல்லாம் தண்ணிய குடிச்சிக்கோ..இல்லைனா பயர்எஞ்சின கூப்பிட்டுக்கோ..,Negative,tamil_sentiment,tamil,டிஸ்லைக்கு போட்டவனெல்லாம் தண்ணிய குடிச்சிக்கோ....இல்லைனா பயர்எஞ்சின கூப்பிட்டுக்கோ....,1,6,82,73,0,0,0,tamil,0.0,1,[],none,0
பெண்ணை அடிமையாக்க நினைக்கும் இந்த படம் தோல்விதான் அடையும்,unknown_state,tamil_sentiment,tamil,பெண்ணை அடிமையாக்க நினைக்கும் இந்த படம் தோல்விதான் அடையும்,1,7,57,51,0,0,0,tamil,0.0,3,[],none,0
enna da comments la orey jaathi veriya suthittu irukkuthunga,Negative,tamil_sentiment,tamil,Enna da comments la orey jaathi veriya suthittu irukkuthunga,1,9,60,0,0,0,52,latin,0.0,1,[],none,0
மாப்ள வணக்கம் டா காரைக்குடி ல இருந்து,unknown_state,tamil_sentiment,tamil,மாப்ள வணக்கம் டா காரைக்குடி ல இருந்து,1,6,37,32,0,0,0,tamil,0.0,3,[],none,0
evanukkathu pondatti pullanu family sentiment irunta vishwasam pakka poiru mavane thalaivar kola kandula irukaru,Negative,tamil_sentiment,tamil,Evanukkathu pondatti pullanu family sentiment irunta vishwasam pakka poiru mavane thalaivar kola kandula irukaru,1,14,112,0,0,0,99,latin,0.0,1,[],none,0
semma trailer climax super thalaivare kalaichittanagale,Mixed_feelings,tamil_sentiment,tamil,Semma trailer  Climax super  Thalaivare kalaichittanagale,1,6,55,0,0,0,50,latin,0.0,2,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""climax"", ""aspect"": ""story_screenplay"", ""confidence"": 0.5}]",trailer_teaser,2
"கீர்த்தி சுரேஷ் eh போட்டிருக்கலாம், நடிகையர் திலகம் மாதிரி இருக்கும்.",Positive,tamil_sentiment,tamil,"கீர்த்தி சுரேஷ் eh போட்டிருக்கலாம்,  நடிகையர் திலகம் மாதிரி இருக்கும்...",1,8,69,58,0,0,2,tamil,12.5,0,[],none,0
i'm thala velriyan sema mass thala,Positive,tamil_sentiment,tamil,I'm Thala velriyan  Sema mass Thala,1,6,34,0,0,0,28,latin,0.0,0,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta punda,Negative,tamil_sentiment,tamil,Neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta  punda,1,14,93,0,0,0,80,latin,0.0,1,[],none,0
whatever role it is samuthira kani annan pinniduvapla.. innum neraiya role nadinga anna,Positive,tamil_sentiment,tamil,Whatever role it is Samuthira kani Annan pinniduvapla.... innum neraiya role nadinga anna,2,13,87,0,0,0,73,latin,0.0,0,"[{""word"": ""role"", ""aspect"": ""hero_character"", ""confidence"": 1.0}, {""word"": ""role"", ""aspect"": ""hero_character"", ""confidence"": 1.0}]",hero_character,2
u kena tunggu lebih lama lagi.. untuk tahu saya. chiyaan,Positive,tamil_sentiment,tamil,U kena tunggu lebih lama lagi.. untuk tahu saya... Chiyaan,3,10,56,0,0,0,44,latin,0.0,0,[],none,0
oruthar meala viswasam katura naala inu oruthara yen asinga paduthuringa thala vera level,Positive,tamil_sentiment,tamil,Oruthar meala viswasam katura naala inu oruthara yen asinga paduthuringa thala vera level,1,13,89,0,0,0,77,latin,0.0,0,[],none,0
thalapathy 64 director lokesh kanagaraj like pannunga actor karthi like fans,Positive,tamil_sentiment,tamil,Thalapathy 64 Director Lokesh Kanagaraj Like Pannunga Actor Karthi Like Fans,1,11,76,0,0,0,64,latin,9.090909090909092,0,"[{""word"": ""actor"", ""aspect"": ""hero_character"", ""confidence"": 1.0}, {""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",hero_character,2
சாதிகள் இல்லையடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம் - மகாகவி பாரதியார் சாதிகள் உள்ளதடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம் - திரௌபதி திரைப்படம் உன் சமூகத்த உயரத்தனும்னா நீ நல்லா படி உழைச்சு முன்னுக்கு வா நீ உயர்ந்தா உன் குடும்பம் உயரும் உங்க ஒவ்வொரு குடும்பமும் உயர்ந்தா உங்க சமூகம் உயரும் ஆனா சமூக குடும்பம் உயர மத்தவன் குடும்பத்தை சீரழித்த சமூகப் பிரச்சனை தான் வரும் அதனால ஜாதி சங்கங்கள் காலத்தின் கட்டாயம் . . நன்றி,Mixed_feelings,tamil_sentiment,tamil,சாதிகள்  இல்லையடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்         - மகாகவி பாரதியார்  🥊 சாதிகள் உள்ளதடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்        - திரௌபதி திரைப்படம்  🥊 உன் சமூகத்த உயரத்தனும்னா நீ நல்லா படி உழைச்சு முன்னுக்கு வா   🥊நீ உயர்ந்தா உன் குடும்பம் உயரும்   🥊உங்க ஒவ்வொரு குடும்பமும் உயர்ந்தா உங்க சமூகம் உயரும்  🥊 ஆனா சமூக குடும்பம் உயர மத்தவன் குடும்பத்தை சீரழித்த சமூகப் பிரச்சனை தான் வரும்  🟠  அதனால ஜாதி சங்கங்கள் காலத்தின் கட்டாயம் . . நன்றி,5,66,445,372,0,0,0,tamil,12.12121212121212,2,[],none,0
ayyo thalaiva goosebumps mattu tha end varaikkuanna vera level neenga,Positive,tamil_sentiment,tamil,Ayyo thalaiva goosebumps mattu tha end varaikkuAnna vera level neenga,1,10,69,0,0,0,60,latin,0.0,0,[],none,0
str rahman hossana thallipogathey now ??,unknown_state,tamil_sentiment,tamil,#STR & RAHMAN  HOSSANA & THALLIPOGATHEY &   NOW ???????,1,6,40,0,0,0,33,latin,16.666666666666664,3,[],none,0
kandippa padam thaaru maaru hit semaya irukku trailer,Positive,tamil_sentiment,tamil,Kandippa padam thaaru maaru hit semaya irukku trailer,1,8,53,0,0,0,46,latin,0.0,0,"[{""word"": ""hit"", ""aspect"": ""box_office_collection"", ""confidence"": 1.0}, {""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",box_office_collection,2
கோயம்புத்தூர் மனித சாதி யின் சார்பாக வாழ்த்துக்கள்.,Positive,tamil_sentiment,tamil,கோயம்புத்தூர் மனித சாதி யின் சார்பாக வாழ்த்துக்கள்.,1,6,51,45,0,0,0,tamil,0.0,0,[],none,0
editing krne vale ko 21 topoo ki slami,Positive,tamil_sentiment,tamil,Editing krne vale ko 21 topoo ki slami,1,8,38,0,0,0,29,latin,12.5,0,[],none,0
vangaaa daa 90's kidss romba nallla achuuu da pathuu.,Positive,tamil_sentiment,tamil,Vangaaa daaaa 90's kidsssss  Romba nallla achuuu da pathuuuu...,1,9,53,0,0,0,41,latin,0.0,0,[],none,0
super pakka mass i waiting jeeva movei,Positive,tamil_sentiment,tamil,Super pakka mass i waiting jeeva movei,1,7,38,0,0,0,32,latin,0.0,0,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
yarlam padam pathutu vandhu yaravathu padampathutu vandhu trailer pathavaga likes pannuganu post pannirupaganu paka vandhinga ..,unknown_state,tamil_sentiment,tamil,Yarlam padam pathutu vandhu yaravathu  ( padampathutu vandhu trailer pathavaga likes pannuganu post pannirupaganu ) paka vandhinga ..,1,16,128,0,0,0,111,latin,6.25,3,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
suriya - mohanlal combo vera leval nu solluravanga like pannunga,unknown_state,tamil_sentiment,tamil,Suriya - mohanlal combo Vera leval nu solluravanga like pannunga,1,10,64,0,0,0,54,latin,10.0,3,[],none,0
director ranjith ku seruppadiya irukum nu ninaikiren,Positive,tamil_sentiment,tamil,director ranjith ku seruppadiya irukum nu ninaikiren,1,7,52,0,0,0,46,latin,0.0,0,[],none,0
90s kids semaya enjoy pani paarka poora padam.. happy,Positive,tamil_sentiment,tamil,90s kids semaya enjoy pani paarka poora  padam.. happy,2,9,53,0,0,0,41,latin,0.0,0,[],none,0
டகால்டி ஹிட் ஆகிரும் சர்வர் சந்தேகம் தான்.,Mixed_feelings,tamil_sentiment,tamil,டகால்டி    ஹிட்  ஆகிரும்  சர்வர்  சந்தேகம் தான்...,1,6,42,36,0,0,0,tamil,0.0,2,[],none,0
trailer mirattalnu ninaikuravanga like podunga,unknown_state,tamil_sentiment,tamil,Trailer Mirattalnu  ninaikuravanga  like podunga,1,5,46,0,0,0,42,latin,0.0,3,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
asuran joins 100 cr club,Positive,tamil_sentiment,tamil,Asuran joins 100 cr club,1,5,24,0,0,0,17,latin,20.0,0,[],none,0
dislike செய்தவர்களில் ஆம்பளைகள் யாரும் இல்லையா ஆம்பளைகள் இருந்து தைரியம் இருந்தால் உங்கள் கருத்தை பதிவு செய்யவும்,Negative,tamil_sentiment,tamil,Dislike செய்தவர்களில் ஆம்பளைகள்  யாரும் இல்லையா ஆம்பளைகள் இருந்து தைரியம் இருந்தால் உங்கள் கருத்தை பதிவு செய்யவும்,1,13,113,94,0,0,7,tamil,7.6923076923076925,1,[],none,0
"ஆகச் சிறந்த போதை பேச்சு போதை- செம, அருமையான டிரெய்லர்",Positive,tamil_sentiment,tamil,"ஆகச் சிறந்த போதை பேச்சு போதை- செம, அருமையான டிரெய்லர்",1,8,53,44,0,0,0,tamil,0.0,0,[],none,0
thala fans we need more viewer's..,Positive,tamil_sentiment,tamil,Thala fans we need more viewer's........,1,6,34,0,0,0,26,latin,0.0,0,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
thala i love you thala semmaiya iruku trailer,Positive,tamil_sentiment,tamil,Thala I love you Thala Semmaiya iruku    trailer,1,8,45,0,0,0,38,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
"vedhalam climax le technology, gangster, foreigners nu therika vittu irundhaaru siruthai siva ippo adha vida innum perusa bayangarama full length filma koduthirupaar pola",Positive,tamil_sentiment,tamil,"Vedhalam climax le technology, gangster, foreigners nu therika vittu irundhaaru siruthai Siva ippo adha vida innum perusa bayangarama full length filma koduthirupaar pola",1,23,170,0,0,0,146,latin,0.0,0,"[{""word"": ""climax"", ""aspect"": ""story_screenplay"", ""confidence"": 0.5}]",story_screenplay,1
இந்த படத்தை எதிர்ப்பவர்கள் பார்க்க வேண்டிய வீடியோ,Positive,tamil_sentiment,tamil,இந்த படத்தை எதிர்ப்பவர்கள் பார்க்க வேண்டிய வீடியோ,1,6,49,44,0,0,0,tamil,0.0,0,[],none,0
"படம் வெற்றி அடைய வன்னியர்கள் வாழ்துக்கள்,, எங்க ஜாதி பொன்னுங்கள கட்ட சொன்ன உங்க அண்ணனுக்கு , கட்டுர உங்க உயிர் மேல அக்கரை இல்லை,, நீங்க உங்க ஜாதி பொன்னுங்கள கட்டு இல்ல கூத்தடி, எங்களுக்கு ஒரு பிரச்சனையும் இல்லை,, மீறி எங்க ஜாதி பொன்னுங்கள கட்டனும்முனு நினைக்குறது தான் தப்பு,, அதனால உங்கள கொள்ளுரது தப்பே இல்லை,, கட்டனா, வெட்டுவோம்..",Mixed_feelings,tamil_sentiment,tamil,"படம் வெற்றி அடைய வன்னியர்கள் வாழ்துக்கள்,,,,  எங்க ஜாதி பொன்னுங்கள கட்ட சொன்ன உங்க அண்ணனுக்கு , கட்டுர உங்க உயிர் மேல அக்கரை இல்லை,,,, நீங்க உங்க ஜாதி பொன்னுங்கள கட்டு இல்ல கூத்தடி, எங்களுக்கு ஒரு பிரச்சனையும் இல்லை,,,,,  மீறி எங்க ஜாதி பொன்னுங்கள கட்டனும்முனு நினைக்குறது தான் தப்பு,,,,,, அதனால உங்கள கொள்ளுரது தப்பே இல்லை,,,,, கட்டனா, வெட்டுவோம்.......",1,45,333,274,0,0,0,tamil,2.2222222222222223,2,[],none,0
i'ma vizhuppuram movie vetti peraa vazhutthugal veeraa vanniyada,Positive,tamil_sentiment,tamil,I'ma vizhuppuram movie vetti peraa vazhutthugal veeraa vanniyada,1,8,64,0,0,0,56,latin,0.0,0,[],none,0
பூக்காமல் காய்க்கும் அரச மரத்தின் அருமை தமிழ் கேட்காமல் பொழியும் மழையின் பெருமை தமிழ் தோற்காமல் வெல்லும் வறுமை மாணவியின் திறமை தமிழ் அறிய மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.,Positive,tamil_sentiment,tamil,"""பூக்காமல் காய்க்கும் அரச மரத்தின் அருமை தமிழ் கேட்காமல் பொழியும் மழையின் பெருமை தமிழ் தோற்காமல் வெல்லும் வறுமை மாணவியின்  திறமை தமிழ் அறிய """"மக்கள் தொலைக்காட்சி"""" நிகழ்ச்சிகளை """"யூ டியூப்"""" ல் காணுங்கள் நன்றி.""",1,26,200,174,0,0,0,tamil,0.0,0,[],none,0
இளவரசன் திவ்யா.கதை வரும் போலயே.அப்ப அது கொலையா இளவரசா அநியாயமா செத்து போயிட்டானே.,Mixed_feelings,tamil_sentiment,tamil,இளவரசன் திவ்யா...கதை வரும் போலயே...அப்ப அது கொலையா இளவரசா அநியாயமா செத்து போயிட்டானே...,1,10,81,69,0,0,0,tamil,0.0,2,"[{""word"": ""கதை"", ""aspect"": ""story_screenplay"", ""confidence"": 1.0}]",story_screenplay,1
vera level acting thaliva.. jayam ravi anna va putichavuga like pannuga,unknown_state,tamil_sentiment,tamil,Vera level acting thaliva.... Jayam ravi anna va putichavuga like pannuga,2,11,71,0,0,0,59,latin,0.0,3,"[{""word"": ""acting"", ""aspect"": ""hero_character"", ""confidence"": 1.0}]",hero_character,1
i want singam 4 fabulous singam 3 movie,Negative,tamil_sentiment,tamil,I want singam 4 fabulous singam  3 movie,1,8,39,0,0,0,30,latin,25.0,1,[],none,0
5.8k unlike போட்டாவன் எல்லாம் நாடாக காதல் கோஸ்டினு நினைக்கிரேன் எத்தனை பேர் இருக்கங்கெ பாத்திங்கலா இனி உங்க பருப்பு வேகாதுடா,Mixed_feelings,tamil_sentiment,tamil,5.8k unlike போட்டாவன் எல்லாம்  நாடாக காதல் கோஸ்டினு நினைக்கிரேன் எத்தனை பேர் இருக்கங்கெ பாத்திங்கலா  இனி உங்க பருப்பு வேகாதுடா,1,16,124,99,0,0,7,tamil,12.5,2,[],none,0
comedians especially udhayanidhi singampuli serious ah nadikka vechurukaru mysskin. mysskin- ilayaraja combo ovvoru padathukum veri yethitae poranga. pakkalam indha padhathulayachum udhayanidhi nadichurakaara nu..,Mixed_feelings,tamil_sentiment,tamil,Comedians (especially Udhayanidhi & Singampuli) Serious ah nadikka vechurukaru Mysskin. Mysskin- Ilayaraja combo ovvoru padathukum veri yethitae poranga. Pakkalam indha padhathulayachum Udhayanidhi nadichurakaara nu..,3,23,213,0,0,0,186,latin,0.0,2,[],none,0
yennada panni vassu irukinkhaa vijay yaa,Negative,tamil_sentiment,tamil,Yennada panni vassu irukinkhaa Vijay yaa,1,6,40,0,0,0,35,latin,0.0,1,[],none,0
orutharmela neenga viswasam kaatrathukaga innorthara yen asingam paduthuringa - thala,Mixed_feelings,tamil_sentiment,tamil,orutharmela neenga  viswasam kaatrathukaga innorthara yen asingam paduthuringa - THALA,1,10,85,0,0,0,75,latin,10.0,2,[],none,0
