text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded,wsd_aspects,wsd_primary_aspect,wsd_aspect_count
nannay thappy nokk koche avdelm kaaanm,unknown_state,mal_sentiment,mal,nannay thappy nokk koche avdelm kaaanm,1,6,38,0,0,0,33,latin,0.0,3,[],none,0
നിവിൻ വേറെ ലെവൽ പെർഫോർമൻസ് ന്റെ പൊന്നെ.. ഏജ്ജാതി,Positive,mal_sentiment,mal,നിവിൻ വേറെ ലെവൽ പെർഫോർമൻസ് ന്റെ പൊന്നെ.. ഏജ്ജാതി,2,7,48,0,40,0,0,malayalam,0.0,0,[],none,0
മലയാള സിനിമഗാന മേഖല എത്ര ദാരിദ്രതിൽ ആണന്നു അറിഞ്ഞില്ല.,Negative,mal_sentiment,mal,മലയാള സിനിമഗാന മേഖല എത്ര ദാരിദ്രതിൽ ആണന്നു അറിഞ്ഞില്ല...,1,7,54,0,47,0,0,malayalam,0.0,1,[],none,0
trailer kollam amita prateeksha venda,Mixed_feelings,mal_sentiment,mal,Trailer kollam  Amita prateeksha venda,1,5,37,0,0,0,33,latin,0.0,2,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
idhentha idhil ellarum masil pidich irikkunnea. mukkuthi poyadhondavum,unknown_state,mal_sentiment,mal,Idhentha idhil ellarum masil pidich irikkunnea... mukkuthi poyadhondavum,2,8,70,0,0,0,62,latin,0.0,3,[],none,0
vijayan p kond poyitindavum tharavat swothale,unknown_state,mal_sentiment,mal,Vijayan P kond poyitindavum tharavat swothale,1,6,45,0,0,0,40,latin,0.0,3,[],none,0
appo e onam apo ettanum pillerum angu edukua,Positive,mal_sentiment,mal,appo E onam  apo ettanum pillerum angu edukua,1,8,44,0,0,0,37,latin,0.0,0,[],none,0
1 42 എനിക്ക് ഈ ബിൽഡിങ്ങിന്റെ ബ്ലൂ പ്രിന്റ് വേണം,unknown_state,mal_sentiment,mal,1:42 എനിക്ക് ഈ ബിൽഡിങ്ങിന്റെ ബ്ലൂ പ്രിന്റ് വേണം,1,8,47,0,37,0,0,malayalam,25.0,3,[],none,0
surajetten vilen rajuvetten hero..surajetten rajuvettenne kolluna scene anoo,unknown_state,mal_sentiment,mal,Surajetten vilen rajuvetten hero..surajetten rajuvettenne kolluna scene anoo🤔,1,8,76,0,0,0,67,latin,0.0,3,"[{""word"": ""hero"", ""aspect"": ""hero_character"", ""confidence"": 1.0}]",hero_character,1
onnekil adutha pulimurugan alel adutha odiyan,Mixed_feelings,mal_sentiment,mal,Onnekil adutha pulimurugan alel adutha odiyan,1,6,45,0,0,0,40,latin,0.0,2,[],none,0
shreya goshal nte mikacha songukalil onnayirikkum ithenn urappullavarkk like adikkanulla cmnt,Positive,mal_sentiment,mal,Shreya Goshal nte mikacha songukalil onnayirikkum ithenn urappullavarkk Like adikkanulla Cmnt,1,11,93,0,0,0,83,latin,0.0,0,[],none,0
cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??,Negative,mal_sentiment,mal,cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??,3,13,125,0,0,0,105,latin,0.0,1,[],none,0
ടീസർ അടിപൊളി എന്നാൽ ട്രൈലെര്ൽ കഥ ന്താണെന്നുപോലും നമ്മളെ മനസിലാകിപ്പിക്കുന്നില്ല.. എന്നാ അതിൽ ന്തോ ഉണ്ടുതാനും.. മാസ്സ് ക്ലാസ്സ് ഇമോഷണൽ കോമഡി ഡ്രാമ .. സോങ് 2 m അടിപൊളി,Positive,mal_sentiment,mal,ടീസർ  അടിപൊളി     എന്നാൽ ട്രൈലെര്ൽ  കഥ  ന്താണെന്നുപോലും  നമ്മളെ  മനസിലാകിപ്പിക്കുന്നില്ല..... എന്നാ  അതിൽ  ന്തോ  ഉണ്ടുതാനും....   മാസ്സ് ക്ലാസ്സ്‌  ഇമോഷണൽ   കോമഡി ഡ്രാമ ......    സോങ്  2 m അടിപൊളി,4,22,165,0,136,0,1,malayalam,13.636363636363637,0,"[{""word"": ""ടീസർ"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""കഥ"", ""aspect"": ""story_screenplay"", ""confidence"": 1.0}]",trailer_teaser,2
orikalum pratheekshichilla.. abride shine sherikkum nigal arannu.??,unknown_state,mal_sentiment,mal,Orikalum pratheekshichilla..... Abride shine Sherikkum nigal arannu...??,2,7,67,0,0,0,56,latin,0.0,3,[],none,0
ee paatt kaanal nirthi . kanda padam kaanan thonnum,Positive,mal_sentiment,mal,Ee paatt kaanal nirthi ... Kanda padam kaanan thonnum,2,9,51,0,0,0,42,latin,11.11111111111111,0,[],none,0
കേരളത്തിൽ ഇപ്പോൾ ജീവിക്കാൻ മേലാത്ത അവസ്ഥയാ അന്നേരവ അവളുടെ അമ്മേടെ മൂക്കുത്തി.,Negative,mal_sentiment,mal,കേരളത്തിൽ    ഇപ്പോൾ  ജീവിക്കാൻ മേലാത്ത  അവസ്ഥയാ  അന്നേരവ അവളുടെ  അമ്മേടെ  മൂക്കുത്തി.,1,9,77,0,68,0,0,malayalam,0.0,1,[],none,0
ijadhi powli trailer mammookka katta kiduve bgm vere level,Positive,mal_sentiment,mal,Ijadhi Powli Trailer  Mammookka Katta Kiduve  BGM Vere Level,1,9,58,0,0,0,50,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""bgm"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",trailer_teaser,2
മമ്മൂക്കാ. അടിപൊളി.. എന്തൊക്കെയാണെങ്കിലും ടീസർ പൊളിച്ച്. പടവും നന്നാവട്ടെ,Positive,mal_sentiment,mal,മമ്മൂക്കാ... അടിപൊളി.. എന്തൊക്കെയാണെങ്കിലും ടീസർ പൊളിച്ച്. പടവും നന്നാവട്ടെ,4,7,73,0,63,0,0,malayalam,0.0,0,"[{""word"": ""ടീസർ"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
മൂക്കുത്തി ഡയറക്ടർ ഗിരീഷ് first മൂവി കട്ട സപ്പോർട്ട്,Positive,mal_sentiment,mal,മൂക്കുത്തി ഡയറക്ടർ ഗിരീഷ്  first മൂവി  #കട്ട സപ്പോർട്ട്,1,7,52,0,41,0,5,malayalam,14.285714285714285,0,[],none,0
ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk,Positive,mal_sentiment,mal,Ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk,1,12,79,0,0,0,68,latin,0.0,0,[],none,0
മൊത്തത്തിൽ ഒരു മാറ്റം ഇക്കാ shylock mammookka,unknown_state,mal_sentiment,mal,മൊത്തത്തിൽ ഒരു മാറ്റം ഇക്കാ #shylock  mammookka,1,6,45,0,24,0,16,malayalam,33.33333333333333,3,[],none,0
pisharadoyude padathil abinayikan kanicha a manasundaloo athanu mamooka,unknown_state,mal_sentiment,mal,Pisharadoyude padathil abinayikan kanicha a manasundaloo athanu mamooka,1,8,71,0,0,0,64,latin,0.0,3,[],none,0
ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമ - ന്നാരും കേൾക്കാ പ്രണയജാലകഥ പലവുരു പറയുമോ ..,unknown_state,mal_sentiment,mal,ആരും കാണാ ഹൃദയതാരമതിൽ  ഉരുകി നാമ - ന്നാരും കേൾക്കാ പ്രണയജാലകഥ  പലവുരു പറയുമോ .....,1,12,77,0,63,0,0,malayalam,16.666666666666664,3,[],none,0
cinimayude climaxil unni ser mukkuthi kond oru mass varavundakum ennu pratheekhshikkunnavarlike,unknown_state,mal_sentiment,mal,Cinimayude climaxil Unni ser mukkuthi kond oru mass varavundakum ennu pratheekhshikkunnavarlike,1,11,95,0,0,0,85,latin,0.0,3,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
ഈ പഠം പൊട്ടും എന്ന് ഉറപ്പുള്ളവർക്ക് ഇവിടെ like അടിക്കാം,unknown_state,mal_sentiment,mal,ഈ പഠം പൊട്ടും എന്ന് ഉറപ്പുള്ളവർക്ക് ഇവിടെ like അടിക്കാം,1,8,55,0,44,0,4,malayalam,12.5,3,[],none,0
mmale naattil degradarsinu oru kaalathhum kammi undaakilla.athaan nammala naadinte main shaapam,Negative,mal_sentiment,mal,mmale naattil degradarsinu oru kaalathhum kammi undaakilla...athaan nammala naadinte main shaapam,1,11,95,0,0,0,84,latin,0.0,1,[],none,0
pls ഡിസ് ലൈക് അടിക്കുന്ന പ്രമുഖ ഫാൻസ് അടിക്കട്ടെ മാമാങ്കം പൊട്ടിയ വിഷമം അങ്ങനെ എങ്കിലും ഒന്ന് തീർക്കട്ടെ അവരെ sed ആക്കാതെ pls,Negative,mal_sentiment,mal,Pls ഡിസ്‌ലൈക് അടിക്കുന്ന പ്രമുഖ ഫാൻസ്‌ അടിക്കട്ടെ മാമാങ്കം പൊട്ടിയ വിഷമം അങ്ങനെ എങ്കിലും ഒന്ന് തീർക്കട്ടെ അവരെ sed ആക്കാതെ pls,1,18,125,0,99,0,9,malayalam,16.666666666666664,1,[],none,0
മൂകുതികുപകരഠ പുകകളുകുതി ആ ണേൻകിൽ എലാവരുഠ കാണുഠ..,unknown_state,mal_sentiment,mal,മൂകുതികുപകരഠ പുകകളുകുതി ആ ണേൻകിൽ എലാവരുഠ കാണുഠ......,1,6,48,0,41,0,0,malayalam,0.0,3,[],none,0
ഇടക്ക് ചില സിനിമകൾ പാളിയെങ്കിലും ഇപ്പോൾ പഴയ ട്രാക്കിൽ. promising one മഞ്ജു ചേച്ചി,Positive,mal_sentiment,mal,ഇടക്ക് ചില സിനിമകൾ പാളിയെങ്കിലും ഇപ്പോൾ പഴയ ട്രാക്കിൽ... Promising one മഞ്ജു ചേച്ചി,2,11,81,0,58,0,12,malayalam,18.181818181818183,0,[],none,0
e traileril ntha chekutan undo,Positive,mal_sentiment,mal,E traileril ntha chekutan undo,1,5,30,0,0,0,26,latin,0.0,0,[],none,0
എജ്ജാതി ലുക്ക് ന്റെ പൊന്നോ.the one and only king മമ്മൂക്ക,Positive,mal_sentiment,mal,എജ്ജാതി ലുക്ക്‌ ന്റെ പൊന്നോ...The One and Only KING #മമ്മൂക്ക 🤘,1,9,57,0,31,0,17,malayalam,55.55555555555556,0,[],none,0
mookuthi.malabar goldinte aano kalyan jwellers inte aanno madam,unknown_state,mal_sentiment,mal,Mookuthi...Malabar goldinte aano Kalyan jwellers inte aanno madam,1,8,63,0,0,0,55,latin,0.0,3,[],none,0
xmas special video itu supot plss,unknown_state,mal_sentiment,mal,Xmas special video itu supot plss,1,6,33,0,0,0,28,latin,0.0,3,[],none,0
elelo ele lelo ethra praavishyam kettaaalum madhiyaavoola,Positive,mal_sentiment,mal,Elelo ele lelo Ethra praavishyam kettaaalum madhiyaavoola,1,7,57,0,0,0,51,latin,0.0,0,[],none,0
ഇത്രയും മെസ്സേജ് വായിച്ചിട്ടു ഒരു നെഗറ്റീവ് കമന്റ് പോലും ഇല്ല..,Positive,mal_sentiment,mal,ഇത്രയും മെസ്സേജ് വായിച്ചിട്ടു ഒരു നെഗറ്റീവ് കമന്റ്‌ പോലും ഇല്ല....,1,8,63,0,54,0,0,malayalam,0.0,0,[],none,0
ടീസർ വേറെ ലെവൽ ഇത് 4k റെസല്യൂഷനിൽ അപ്ലോഡ് ചെയ്യേണ്ടതായിരുന്നു,Positive,mal_sentiment,mal,ടീസർ വേറെ ലെവൽ ഇത് 4K റെസല്യൂഷനിൽ അപ്ലോഡ് ചെയ്യേണ്ടതായിരുന്നു,1,8,61,0,52,0,1,malayalam,12.5,0,"[{""word"": ""ടീസർ"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
kelakan oru ith illa,Negative,mal_sentiment,mal,Kelakan oru  ith  illa,1,4,20,0,0,0,17,latin,0.0,1,[],none,0
"ijjathi padam 100 clean entertainer, ഇത്രയുമധികം ചിരിപ്പിച്ച ഒരു പടം ഈ അടുത്തൊന്നും ഞാൻ കണ്ടിട്ടില്ല.",Positive,mal_sentiment,mal,"Ijjathi padam 100% clean entertainer, ഇത്രയുമധികം ചിരിപ്പിച്ച ഒരു പടം ഈ അടുത്തൊന്നും ഞാൻ കണ്ടിട്ടില്ല.",1,13,101,0,56,0,28,malayalam,38.46153846153847,0,[],none,0
ആരെങ്കിലും ഒന്നു തപ്പി കൊടുക്കാടെ.. അവളുടെ അമ്മുമ്മ യുടെ മൂക്കുത്തി,Negative,mal_sentiment,mal,ആരെങ്കിലും ഒന്നു തപ്പി കൊടുക്കാടെ.. അവളുടെ അമ്മുമ്മ യുടെ മൂക്കുത്തി,2,8,67,0,58,0,0,malayalam,0.0,1,[],none,0
video song kaanathe unlike adikkunath nallakaaryam alla,Negative,mal_sentiment,mal,Video song kaanathe unlike adikkunath nallakaaryam alla,1,7,55,0,0,0,49,latin,0.0,1,"[{""word"": ""song"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
padam kanditt vannu trailer kaanane ethra perundu..?,unknown_state,mal_sentiment,mal,Padam kanditt vannu trailer kaanane ethra perundu..?,1,7,52,0,0,0,43,latin,0.0,3,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
hollywood level mass ithanu makkale trailer,Positive,mal_sentiment,mal,Hollywood level mass ithanu makkale trailer,1,6,43,0,0,0,38,latin,0.0,0,"[{""word"": ""mass"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,2
honey rose kuninju ninnu thalarnnu kaanum 2 film a10 kode,Negative,mal_sentiment,mal,honey rose kuninju ninnu thalarnnu kaanum 2 film A10 kode,1,10,57,0,0,0,45,latin,10.0,1,[],none,0
കമന്റ് വായിക്കുന്ന ലാലേട്ടൻ ഫാൻസിന് ലൈക് അടിക്കാനുള്ള നൂൽ.,unknown_state,mal_sentiment,mal,കമന്റ്‌ വായിക്കുന്ന ലാലേട്ടൻ ഫാൻസിന് ലൈക് അടിക്കാനുള്ള നൂൽ...,1,7,58,0,51,0,0,malayalam,0.0,3,[],none,0
ith kaanunathinu munp thane like adicha njan,Positive,mal_sentiment,mal,Ith kaanunathinu munp thane like adicha njan,1,7,44,0,0,0,38,latin,0.0,0,[],none,0
odiyan release datinte annu oru leave kodukkam working day ayity karyamilla,unknown_state,mal_sentiment,mal,Odiyan release datinte annu oru leave kodukkam working day ayity karyamilla,1,11,75,0,0,0,65,latin,0.0,3,[],none,0
പടം 4 വട്ടം കണ്ടു..ബോണി പറയാൻ പറഞ്ഞു,Positive,mal_sentiment,mal,പടം 4  വട്ടം കണ്ടു..ബോണി പറയാൻ പറഞ്ഞു,1,6,36,0,28,0,0,malayalam,16.666666666666664,0,[],none,0
പുതു താരകങ്ങളിലെ നന്മയുള്ള മാണിക്യ കല്ല് .. രാജ്യാന്തരവേദികളിൽ മികച്ച പ്രകടനം കാഴ്ച്ചവെച്ച മൂത്തോനിലെ നിവിന്റെ അഭിനയ മികവ് കാണാനായി കാത്തിരിക്കുന്നവർ ഇവിടെ കമോൺ,Positive,mal_sentiment,mal,പുതു താരകങ്ങളിലെ നന്മയുള്ള മാണിക്യ കല്ല് .... രാജ്യാന്തരവേദികളിൽ മികച്ച പ്രകടനം കാഴ്ച്ചവെച്ച മൂത്തോനിലെ നിവിന്റെ അഭിനയ മികവ് കാണാനായി കാത്തിരിക്കുന്നവർ ഇവിടെ കമോൺ,2,18,160,0,141,0,0,malayalam,5.555555555555555,0,[],none,0
likes nd konda korayne??180k indairunu ipo 131k?,unknown_state,mal_sentiment,mal,Likes nd konda korayne??180k indairunu ipo 131k???,1,7,48,0,0,0,33,latin,0.0,3,[],none,0
സുരേഷ് കൃഷ്ണ സുരേഷ് ഗോപിയുടെ ആരേലും ആണോ ഒരേ ലുക്കും പേരും,unknown_state,mal_sentiment,mal,സുരേഷ് കൃഷ്ണ സുരേഷ് ഗോപിയുടെ ആരേലും ആണോ 🤣 ഒരേ ലുക്കും പേരും,1,9,57,0,49,0,0,malayalam,0.0,3,[],none,0
"കൊള്ളാം നല്ല, വട. ക്കൻ പാട്ട്",Negative,mal_sentiment,mal,"കൊള്ളാം നല്ല, വട. ക്കൻ  പാട്ട്",2,5,29,0,23,0,0,malayalam,0.0,1,"[{""word"": ""പാട്ട്"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
vere valla panikkum pokkude. cheythatthokke vashalanu,Negative,mal_sentiment,mal,Vere valla panikkum pokkude. Cheythatthokke vashalanu,2,6,53,0,0,0,47,latin,0.0,1,[],none,0
subscribe vendavar vaa vamban offer 1 subscribe 1 like,unknown_state,mal_sentiment,mal,Subscribe vendavar vaa Vamban  offer 1 SUBSCRIBE 1 Like,1,9,54,0,0,0,44,latin,22.22222222222222,3,[],none,0
സത്യം പറഞ്ഞാൽ ഈ പടം കാണാൻ ഫ്രണ്ട്സ് വിളിച്ചപ്പൊ ടെൻഷൻ മൂത്തിരിക്കുന്ന സമയായിരുന്നു. ഇത് കണ്ടിറങ്ങിയപ്പി സകലാ പ്രോബ്ലംസും ഒരു ചെറു പുഞ്ചിരിയിലൂടെ കാറ്റിൽ പറത്തി ഞാൻ,Positive,mal_sentiment,mal,സത്യം പറഞ്ഞാൽ ഈ പടം കാണാൻ ഫ്രണ്ട്സ് വിളിച്ചപ്പൊ ടെൻഷൻ മൂത്തിരിക്കുന്ന സമയായിരുന്നു. ഇത് കണ്ടിറങ്ങിയപ്പി സകലാ പ്രോബ്ലംസും ഒരു ചെറു പുഞ്ചിരിയിലൂടെ കാറ്റിൽ പറത്തി ഞാൻ,2,20,163,0,143,0,0,malayalam,0.0,0,[],none,0
ഈ ഓണം ഇട്ടിച്ചനും പിള്ളേരും ഇങ്ങ് എടുക്കുവാ,Positive,mal_sentiment,mal,ഈ ഓണം ഇട്ടിച്ചനും പിള്ളേരും ഇങ്ങ് എടുക്കുവാ,1,6,43,0,38,0,0,malayalam,0.0,0,[],none,0
സൂപ്പർ സൂപ്പർ സൂപ്പർ സൂപ്പർ ഇഷ്ടം ഇഷ്ടം ഇഷ്ടം ജീവൻ ഉയിര് ചങ്ക് കട്ട ഫാൻ,Positive,mal_sentiment,mal,സൂപ്പർ സൂപ്പർ സൂപ്പർ സൂപ്പർ ഇഷ്ടം ഇഷ്ടം ഇഷ്ടം ജീവൻ ഉയിര് ചങ്ക് കട്ട ഫാൻ,1,12,71,0,60,0,0,malayalam,0.0,0,[],none,0
suraj venjaramood big fan from tamilnadu. adi poli acting,Positive,mal_sentiment,mal,Suraj venjaramood  Big fan from tamilnadu...  Adi poli acting,2,9,57,0,0,0,48,latin,0.0,0,"[{""word"": ""fan"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}, {""word"": ""acting"", ""aspect"": ""hero_character"", ""confidence"": 1.0}]",fan_stardom,2
maram chutti premam clg rashtriyam heroism ithokka aanu ippol malayalam cinema aah nadakattae,Negative,mal_sentiment,mal,Maram chutti PREMAM clg  rashtriyam  heroism   Ithokka aanu ippol Malayalam cinema  Aah nadakattae,1,13,93,0,0,0,81,latin,0.0,1,[],none,0
mammooty last 15mnt ulu e filmil,unknown_state,mal_sentiment,mal,Mammooty last 15mnt ulu e filmil,1,6,32,0,0,0,25,latin,0.0,3,[],none,0
ippo e comments vaayikkumbalu nalla. sukhondu,unknown_state,mal_sentiment,mal,Ippo E comments vaayikkumbalu Nalla. Sukhondu,2,6,45,0,0,0,39,latin,0.0,3,[],none,0
..arum kanaa hridaya tharakamathil urukii nja..viralaedammm njaan lovee uu malummooii,unknown_state,mal_sentiment,mal,#$ .....arum kanaa hridaya tharakamathil urukiiii nja..........viralaedammm njaan lovee uu malummoooooiiiiiii,1,10,85,0,0,0,72,latin,0.0,3,[],none,0
sherikkum degrading aanu allle nadannatu..eee patinum eee actinginum endaa kuzhappam,Positive,mal_sentiment,mal,Sherikkum degrading aanu allle nadannatu....eee patinum eee actinginum endaa kuzhappam,1,10,84,0,0,0,73,latin,0.0,0,[],none,0
padam vijayikkatte njan oru ikka fan aanu,Positive,mal_sentiment,mal,Padam vijayikkatte  Njan oru ikka fan aanu,1,7,41,0,0,0,35,latin,0.0,0,"[{""word"": ""fan"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
tech and hack updates aaaii channal kannan marakallaaa..,unknown_state,mal_sentiment,mal,Tech and hack updates aaaii channal kannan marakallaaa..,1,8,56,0,0,0,47,latin,0.0,3,[],none,0
ejjathi ponne vere lvl trailer pratheeshakalkumapuram,Positive,mal_sentiment,mal,Ejjathi ponne vere lvl trailer  Pratheeshakalkumapuram,1,6,53,0,0,0,48,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
madhraraja ith ikkem ikkade pillerum pwolichadakkum,Positive,mal_sentiment,mal,Madhraraja  ith ikkem ikkade pillerum pwolichadakkum,1,6,51,0,0,0,46,latin,0.0,0,[],none,0
entea ammooo nivin chetta chumma powliichhee,Positive,mal_sentiment,mal,Entea ammooo nivin chetta chumma powliichhee,1,6,44,0,0,0,39,latin,0.0,0,[],none,0
ikka ningal enthina ingane njangale romanjam kollikane,Positive,mal_sentiment,mal,ikka ningal enthina ingane njangale romanjam kollikane🤗,1,7,54,0,0,0,48,latin,0.0,0,[],none,0
ഒരു വട്ടം എങ്കിലും കൊച്ചിയിൽ പോയിട്ടു ഉള്ളവർക്കു ഈൗ സോങ് ന്റ വാല്യൂ മനസിലാവും,unknown_state,mal_sentiment,mal,ഒരു വട്ടം എങ്കിലും കൊച്ചിയിൽ പോയിട്ടു ഉള്ളവർക്കു ഈൗ സോങ് ന്റ വാല്യൂ മനസിലാവും,1,11,77,0,67,0,0,malayalam,0.0,3,[],none,0
ആരോ ഒരാളല്ല എന്റെ ഏട്ടൻ my big brother,unknown_state,mal_sentiment,mal,ആരോ ഒരാളല്ല എന്റെ ഏട്ടൻ My big Brother,1,7,38,0,20,0,12,malayalam,42.85714285714285,3,[],none,0
"ഒരു 80 കാരന്റെ പാട്ട്, 68കാരന്റെ വേഷപ്പകർച്ച ,പറയാൻ വാക്കുകളില്ല ,malayalam film industry daa",Positive,mal_sentiment,mal,"ഒരു 80 കാരന്റെ പാട്ട്, 68കാരന്റെ വേഷപ്പകർച്ച ,പറയാൻ വാക്കുകളില്ല ,malayalam film industry daaaa",1,12,93,0,51,0,24,malayalam,41.66666666666667,0,"[{""word"": ""പാട്ട്"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
ith nammal vijaricha unda alla makkaley ith vedi undayanu,unknown_state,mal_sentiment,mal,Ith nammal vijaricha unda alla makkaley ith vedi undayanu,1,9,57,0,0,0,49,latin,0.0,3,[],none,0
enthu kanichalum njangade lalettante pakuthi varumo niyokke,Negative,mal_sentiment,mal,Enthu kanichalum njangade lalettante pakuthi varumo niyokke,1,7,59,0,0,0,53,latin,0.0,1,[],none,0
pwoli ikka ningalu vere leval aanu.,Positive,mal_sentiment,mal,Pwoli  ikka ningalu vere leval aanu.,1,6,35,0,0,0,29,latin,0.0,0,[],none,0
namichuuu ikkaa. engaluuu pwoliiiyaaanu . love you ekka,Positive,mal_sentiment,mal,Namichuuu Ikkaa. Engaluuu pwoliiiyaaanu . Love you ekka,3,8,55,0,0,0,46,latin,12.5,0,[],none,0
ചാവേറിന് റെ ചുരിക തലപ്പില് ആര് ത്തിരമ്പി ഇനി അസുരാധിപതിയുടെ രംഗപ്രവേശം,Positive,mal_sentiment,mal,ചാവേറിന്‍റെ ചുരിക തലപ്പില്‍ ആര്‍ത്തിരമ്പി  ഇനി അസുരാധിപതിയുടെ രംഗപ്രവേശം,1,9,70,0,62,0,0,malayalam,0.0,0,[],none,0
love u laletta.. super margam kali..,Positive,mal_sentiment,mal,Love u laletta..... super margam kali..,2,6,36,0,0,0,27,latin,0.0,0,[],none,0
big b 2.. nu wait cheyunavarr udoo,unknown_state,mal_sentiment,mal,Big b 2.. nu wait cheyunavarr udoo,2,7,34,0,0,0,25,latin,14.285714285714285,3,[],none,0
പോത്തേട്ടന്റെ പടം ആണോ എങ്കിൽ ഒരാളെയും പ്രേത്യേകിച്ചു പറയേണ്ട എല്ലാവരും തകർക്കും..,Positive,mal_sentiment,mal,പോത്തേട്ടന്റെ പടം ആണോ എങ്കിൽ  ഒരാളെയും പ്രേത്യേകിച്ചു പറയേണ്ട എല്ലാവരും തകർക്കും.....,1,9,81,0,71,0,0,malayalam,0.0,0,[],none,0
ennann release enn koodee paray..katta waiting,Positive,mal_sentiment,mal,Ennann release enn koodee paray....katta waiting,1,6,46,0,0,0,39,latin,0.0,0,[],none,0
"angane itum teerumanamaiiadutha 300 cr, ayyooo ini tallu kelkkan vayyee",Negative,mal_sentiment,mal,"Angane itum teerumanamaiiiiiadutha 300 cr, ayyooo ini tallu kelkkan vayyeeee",1,10,71,0,0,0,58,latin,10.0,1,[],none,0
challi evananu nirthan ayila pottan chagayi,Negative,mal_sentiment,mal,challi  evananu nirthan ayila pottan chagayi,1,6,43,0,0,0,38,latin,0.0,1,[],none,0
ബിഗ് ബ്രദർ ന്റെ കൂദാശ ഷൈലോക്ക് ന്റെ വക,Negative,mal_sentiment,mal,ബിഗ് ബ്രദർ ന്റെ കൂദാശ  ഷൈലോക്ക് ന്റെ വക,1,7,38,0,32,0,0,malayalam,0.0,1,[],none,0
എന്തൊരു trailerde ith. aaa shylock poi kanu. kashtam,Negative,mal_sentiment,mal,എന്തൊരു trailerde ith. Aaa shylock poi kanu... Kashtam,3,8,52,0,7,0,36,latin,12.5,1,[],none,0
പ്രതീക്ഷ പൊട്ടിക്കരഞ്ഞു കൊണ്ട് പറയുന്നു സത്യം ഇതാണ് pratheeksha react on marriage news with bala watch live video,unknown_state,mal_sentiment,mal,പ്രതീക്ഷ പൊട്ടിക്കരഞ്ഞു കൊണ്ട് പറയുന്നു സത്യം ഇതാണ് | Pratheeksha React On Marriage News With Bala Watch Live Video :,1,16,113,0,46,0,52,latin,37.5,3,[],none,0
ee padam theatril poyi kandavar hit like,unknown_state,mal_sentiment,mal,Ee padam theatril poyi kandavar Hit like,1,7,40,0,0,0,34,latin,0.0,3,[],none,0
അനു അക്കനെ കാണാൻ വന്നിട്ട് പ്ലിങ്ങി പോയവർ ആരൊക്കെ,unknown_state,mal_sentiment,mal,അനു അക്കനെ കാണാൻ വന്നിട്ട്  പ്ലിങ്ങി പോയവർ ആരൊക്കെ,1,7,49,0,43,0,0,malayalam,0.0,3,[],none,0
deelip. cheettaa. superb .. kuttyyy friends.. polikum.,Positive,mal_sentiment,mal,Deelip... Cheettaa... Superb .... KUTTYYY friends.... polikum...,5,7,54,0,0,0,41,latin,14.285714285714285,0,[],none,0
ഈ ഓണം ഇട്ടിമാണി എടുത്തു കഴിഞ്ഞു. ഇനി 6ആം തീയതി ഇട്ടിച്ചന്റെ വക പൂരം,Positive,mal_sentiment,mal,ഈ ഓണം ഇട്ടിമാണി എടുത്തു കഴിഞ്ഞു. ഇനി 6ആം തീയതി ഇട്ടിച്ചന്റെ വക പൂരം,2,11,67,0,55,0,0,malayalam,0.0,0,[],none,0
